UID,supporters,url,local_names,slug,name,parent,acronym,involvement,description,country.name,country.slug,country
explotacion-de-niobio-en-los-municipios-de-catalao-y-ouvidor-goias,,https://www.bndes.gov.br,,o-banco-nacional-de-desenvolvimento-economico-e-social-bndes,O Banco Nacional de Desenvolvimento Econômico e Social (BNDES),,BNDES,,The Brazil's governmental National Bank for Economic and Social Development,Brazil,brazil,
asbestos-legacy-south-africa,,who.int/,,world-health-organization,World Health Organization,,WHO,,primary role is to direct internation health within the United Nations's system and lead partner in global health responses.,,,
nuclear-waste-storage-near-the-spanish-frontier-of-portugal,,,,european-commission,European Commission ,,EC,,,,,
gran-canal-nicaraguas-project,,http://www.ihrchq.org/ihrc.php,,international-human-rights-commission,International Human Rights Commission,,IHRC,,,,,
eucalyptus-plantation-in-soriano-department-uruguay,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
eucalyptus-plantation-in-soriano-department-uruguay,,,,finnvera-finnish-export-credit,"Finnvera, Finnish Export Credit",,,,,Finland,finland,
eucalyptus-plantation-in-soriano-department-uruguay,,,,swedish-export-credit,Swedish Export Credit,,,,,Sweden,sweden,
jacksons-airport-evictions-from-land-claimed-by-national-airports-corporation,,http://www.adb.org/,,asian-development-bank,Asian Development Bank,,ADB,,"The ADB is a regional development banking, funding development projects in Asian countries",,,
petrochemical-industrial-park-in-hoima,,https://www.gov.uk/government/organisations/uk-export-finance,,uk-export-finance,UK Export Finance,,UKEF,"USD318,589,732 loan to Uganda government to help finance Hoima Airport. Loan agreement signed on 7th December 2017.",United Kingdom's export credit agency and a ministerial department of the UK government,United Kingdom,united-kingdom,
petrochemical-industrial-park-in-hoima,,https://www.sc.com/en/,,standard-chartered-bank83,Standard Chartered Bank ,,,"Lead arranger for joint UK Export Finance (UKEF) / Standard Chartered Bank loan to finance Hoima Airport. Loan agreement signed on 7th December 2017. USD43,745,979 loan to Ugandan government to help finance Hoima Airport. ",British multinational banking and financial services company,United Kingdom,united-kingdom,
koidu-diamond-mining-conflict-sierra-leone,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
colombo-matara-highway,,http://www.adb.org/,,asian-development-bank,Asian Development Bank,,ADB,,"The ADB is a regional development banking, funding development projects in Asian countries",,,
kanha-tiger-reserve,,https://www.wwf.org.mx/,,worldwide-fund-for-nature,World Wildlife Fund ,,WWF,,"Alianza WWF - Fundación TELMEX Telcel apoya la conservación y restauración de los bosques y la financiación de alternativas económicas para las comunidades. 
",Switzerland,switzerland,
coal-mining-leading-to-the-killing-of-gloria-capitan,,,,tokyo-mitsubishi-ufj-ltd,Tokyo-Mitsubishi UFJ Ltd,,,,,Japan,japan,
coal-mining-leading-to-the-killing-of-gloria-capitan,,https://www.dbs.com.sg/index/default.page,,dbs-bank-ltd,DBS Bank Ltd,,,,,Singapore,singapore,
coal-mining-leading-to-the-killing-of-gloria-capitan,,https://www.hsbc.com.hk/,,hongkong-and-shanghai-banking-corporation-ltd,Hongkong and Shanghai Banking Corporation Ltd,,HSBC,,,"Hong Kong SAR, China",hong-kong-sar-china,
dublin-airport-2nd-runway,,http://www.eib.org/,,european-investment-bank25, European Investment Bank,,EIB,US$419 million loan for Dublin Airport 'improvements' agreed in April 2018,"Bank owned by and representing the interests of the European Union Member States,  the world’s largest multilateral borrower and lender.",,,
pantanos-de-villa,,,,world-bank-ciadi,World Bank CIADI,,,,Arbitrage tribunal to guarantee foreign investments.,United States of America ,united-states-of-america,
proyecto-inmobiliario-city-park-y-el-humedal-del-parque-los-carcamos-en-leon-guanajuato,,https://www.cibanco.com/es/cibanco/home,,ci-banco-sa-institucion-de-banca-multiple,"CI BANCO, S.A. Institución De Banca Múltiple ",,,Fiduciaria del proyecto,,Mexico,mexico,
lithium-project-in-jadar-and-radjevina,,https://www.dfc.gov/,,us-international-development-finance-corporation,U.S. International Development Finance Corporation ,,DFC,,U.S. International Development Finance Corporation (DFC) is America’s development bank.,United States of America ,united-states-of-america,
lithium-project-in-jadar-and-radjevina,,https://www.worldbank.org/en/home,,world-bank100,World Bank,,WB,,"The Asia Sustainable and Alternative Energy Program (ASTAE), which is a trust fund program, financed a grant for the World Bank team in preparing the groundwork to develop its own lending to the Pavagada Solar Park and a similar project elsewhere in India. ASTAE support has been crucial in allowing the Bank to develop templates for required financial management and procurement actions, as well as the environmental and social screening actions that all solar parks will have to follow if they wish to be sustainable and well managed. It has also helped the World Bank communicate international best practices to the Indian team gearing to implement the solar park.",,,
highway-part-of-scan-link-ljungskile-sweden,,,,european-round-table-of-industrialists,European Round Table of Industrialists,,,,,,,
sport-and-recreation-center-svetice-croatia,,http://www.uefa.com/,,the-union-of-european-football-associations,The Union of European Football Associations,,UEFA,Investor in the project,The administrative body for association football in Europe and part of Asia,,,
sport-and-recreation-center-svetice-croatia,,http://www.fifa.com/,,federation-internationale-de-football-association,Fédération Internationale de Football Association,,FIFA,Investor in the projec," The international governing body of association football, futsal and beach soccer",,,
contaminacion-de-industria-porcicola-pronaca-en-tsachilas,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
illegal-road-construction-inside-sinharaja-whs-sri-lanka,,https://www.escamp.lk/,,the-world-bank,The	World Bank	,,"ESCAMP ,WB",,The World Bank is an international financial institution that provides loans troug ESCAMP project to build a road in rain forest,United States of America ,united-states-of-america,
protesters-in-quezon-city-philippines-resist-planned-incinerators-despite-national-ban,,http://www.adb.org/,,asian-development-bank,Asian Development Bank,,ADB,,"The ADB is a regional development banking, funding development projects in Asian countries",,,
new-phnom-penh-airport,,http://www.cdb.com.cn/,,china-development-bank32,China Development Bank,,CDB,,"China Development Bank (CDB) was founded in 1994 as a policy financial institution under the direct leadership of the State Council. It was incorporated as China Development Bank Corporation in December 2008, and officially defined by the State Council as a development finance institution in March 2015. [accessed on 2017-11-24]
CDB has a registered capital of RMB 421.248 billion. Its shareholders include the Ministry of Finance of the People’s Republic of China (36.54%), Central Huijin Investment Ltd. (34.68%), Buttonwood Investment Holding Co., Ltd. (27.19%) and the National Council for Social Security Fund (1.59%).
CDB provides medium- to long-term financing facilities that serve China’s major long-term economic and social development strategies. By the end of 2016, its assets grew to RMB 14.34 trillion, a balance of loans of RMB 10.32 trillion. We also further enhanced our sustainability and risk management, delivering a net profit of RMB 109,667 million, ROA of 0.81%, ROE of 9.82%, and capital adequacy of 11.57%. Professional credit rating agencies including Moody's and Standard & Poor's have rated CDB at the same level as China’s sovereign rate.
CDB is the world’s largest development finance institution, and the largest Chinese bank for foreign investment and financing cooperation, long-term lending and bond issuance.
CDB currently has 37 primary branches and 3 secondary branches on the Chinese mainland, one offshore branch in Hong Kong and five representative offices in Cairo, Moscow, Rio de Janeiro, Caracas and London, with about 9,000 staff. Its subsidiaries include CDB Capital Co.,Ltd., CDB Securities Co.,Ltd., CDB Leasing Co.,Ltd. and China-Africa Development Fund Co.,Ltd..",China,china,
bhobodoho-water-logging,,http://www.adb.org/,,asian-development-bank,Asian Development Bank,,ADB,,"The ADB is a regional development banking, funding development projects in Asian countries",,,
bhobodoho-water-logging,,http://www.usaid.gov/,,united-states-agency-for-international-development-usaid,United States Agency for International Development (USAID)  ,,USAID,,"an independent agency of the U.S. federal government that is primarily responsible for administering civilian foreign aid and development assistance. With a budget of over $27 billion, USAID is one of the largest official aid agencies in the world and accounts for more than half of all U.S. foreign assistance—the highest in the world in absolute dollar terms.",United States of America ,united-states-of-america,
oil-extraction-on-bioko-island-equatorial-guinea,,,,riggs-bank,Riggs Bank,,,,,United States of America ,united-states-of-america,
waste-pickers-fight-exclusion-from-recycling-work-at-santiagos-eco-park-rafey-dominican-republic,,https://cooperacion.xunta.gal/,,cooperacion-gallega,Cooperación Gallega,,,Financed development project in Sant Lucía between 2008 - 2011,,Spain,spain,
coal-power-factory-in-bargny-by-senelec-senegal,,https://www.fmo.nl/,,dutch-development-bank,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,,FMO,loan bank,Dutch Development Bank,Netherlands,netherlands,
coal-power-factory-in-bargny-by-senelec-senegal,,https://www.cbao.sn/,,compagnie-bancaire-de-lafrique-de-louest,Compagnie bancaire de l’Afrique de l’Ouest ,,CBAO,loan bank,The first Senegales bank founded in 1853.,Senegal,senegal,
coal-power-factory-in-bargny-by-senelec-senegal,,www.icfafrica.org,,delta-group,Delta Group,,,investor,A global leader in power and thermal management solutions founded in 1971,China,china,
