name,groups_mobilizing,slug
Local ejos,,gold-mining-in-indigenous-yanomami-territory-brazil
Neighbours/citizens/communities,,represa-benito-juarez-oaxaca-mexico
Social movements,,represa-benito-juarez-oaxaca-mexico
Fisher people,,represa-benito-juarez-oaxaca-mexico
Local ejos,,regional-landfill-lecevica-croatia
Local government/political parties,,regional-landfill-lecevica-croatia
Neighbours/citizens/communities,,regional-landfill-lecevica-croatia
Local scientists/professionals,,regional-landfill-lecevica-croatia
Religious groups,,regional-landfill-lecevica-croatia
Farmers and peasants,,regional-landfill-lecevica-croatia
Indigenous groups or traditional communities,,oil-spills-around-usinsk-komi-republic
International ejos,,oil-spills-around-usinsk-komi-republic
Local ejos,,oil-spills-around-usinsk-komi-republic
Neighbours/citizens/communities,,oil-spills-around-usinsk-komi-republic
Pastoralists,,oil-spills-around-usinsk-komi-republic
Social movements,,oil-spills-around-usinsk-komi-republic
Ethnically/racially discriminated groups,,oil-spills-around-usinsk-komi-republic
Other,,oil-spills-around-usinsk-komi-republic
Indigenous groups or traditional communities,,airport-arial-beel
Informal workers,,airport-arial-beel
Local government/political parties,,airport-arial-beel
Neighbours/citizens/communities,,airport-arial-beel
Women,,airport-arial-beel
Fisher people,,airport-arial-beel
Farmers and peasants,,airport-arial-beel
Local ejos,,tigyit-coal-power-plant-shan-state-myanmar
Local government/political parties,,tigyit-coal-power-plant-shan-state-myanmar
Neighbours/citizens/communities,,tigyit-coal-power-plant-shan-state-myanmar
Women,,tigyit-coal-power-plant-shan-state-myanmar
Ethnically/racially discriminated groups,,tigyit-coal-power-plant-shan-state-myanmar
Religious groups,,tigyit-coal-power-plant-shan-state-myanmar
Other,,tigyit-coal-power-plant-shan-state-myanmar
Fisher people,,tigyit-coal-power-plant-shan-state-myanmar
Farmers and peasants,,tigyit-coal-power-plant-shan-state-myanmar
International ejos,,ocupa-maua-urban-squatting-sao-paulo-brazil
Neighbours/citizens/communities,,ocupa-maua-urban-squatting-sao-paulo-brazil
Social movements,,ocupa-maua-urban-squatting-sao-paulo-brazil
Women,,ocupa-maua-urban-squatting-sao-paulo-brazil
Ethnically/racially discriminated groups,,ocupa-maua-urban-squatting-sao-paulo-brazil
Neighbours/citizens/communities,,outokumpu-mine-finland6
Social movements,,outokumpu-mine-finland6
Other,,outokumpu-mine-finland6
Farmers and peasants,,outokumpu-mine-finland6
Indigenous groups or traditional communities,,agro-ecoenergy
International ejos,,agro-ecoenergy
Pastoralists,,agro-ecoenergy
Other,,agro-ecoenergy
Farmers and peasants,,agro-ecoenergy
Artisanal miners,,ituango-hidroelectrica-colombia
Informal workers,,ituango-hidroelectrica-colombia
Landless peasants,,ituango-hidroelectrica-colombia
Neighbours/citizens/communities,,ituango-hidroelectrica-colombia
Social movements,,ituango-hidroelectrica-colombia
Women,,ituango-hidroelectrica-colombia
Local scientists/professionals,,ituango-hidroelectrica-colombia
Fisher people,,ituango-hidroelectrica-colombia
Industrial workers,,penasquito
Neighbours/citizens/communities,,penasquito
Trade unions,,penasquito
Women,,penasquito
Other,,penasquito
Farmers and peasants,,penasquito
Indigenous groups or traditional communities,,anangu-aboriginal-stopped-tourism-expansion-and-the-climb-to-the-top-of-uluru-rock-australia
Ethnically/racially discriminated groups,,anangu-aboriginal-stopped-tourism-expansion-and-the-climb-to-the-top-of-uluru-rock-australia
Other,,anangu-aboriginal-stopped-tourism-expansion-and-the-climb-to-the-top-of-uluru-rock-australia
Indigenous groups or traditional communities,,loei-gold-mine-thailand
International ejos,,loei-gold-mine-thailand
Local ejos,,loei-gold-mine-thailand
Women,,loei-gold-mine-thailand
Other,,loei-gold-mine-thailand
Local government/political parties,,wastewater-treatment-collector-in-botun-montenegro
Neighbours/citizens/communities,,wastewater-treatment-collector-in-botun-montenegro
Farmers and peasants,,wastewater-treatment-collector-in-botun-montenegro
Indigenous groups or traditional communities,,contaminacion-difusa-por-presion-antropica-generalizada-lago-villarrica-region-de-la-araucania-chile1
Neighbours/citizens/communities,,contaminacion-difusa-por-presion-antropica-generalizada-lago-villarrica-region-de-la-araucania-chile1
Social movements,,contaminacion-difusa-por-presion-antropica-generalizada-lago-villarrica-region-de-la-araucania-chile1
Ethnically/racially discriminated groups,,contaminacion-difusa-por-presion-antropica-generalizada-lago-villarrica-region-de-la-araucania-chile1
Local scientists/professionals,,contaminacion-difusa-por-presion-antropica-generalizada-lago-villarrica-region-de-la-araucania-chile1
Other,,contaminacion-difusa-por-presion-antropica-generalizada-lago-villarrica-region-de-la-araucania-chile1
Fisher people,,contaminacion-difusa-por-presion-antropica-generalizada-lago-villarrica-region-de-la-araucania-chile1
Local ejos,,dirty-fishmeal-production-in-nouadhibou-mauritania
Neighbours/citizens/communities,,dirty-fishmeal-production-in-nouadhibou-mauritania
Women,,dirty-fishmeal-production-in-nouadhibou-mauritania
Recreational users,,dirty-fishmeal-production-in-nouadhibou-mauritania
Local scientists/professionals,,dirty-fishmeal-production-in-nouadhibou-mauritania
Indigenous groups or traditional communities,,mapithel-dam-manipur-india
Local ejos,,mapithel-dam-manipur-india
Landless peasants,,mapithel-dam-manipur-india
Local government/political parties,,mapithel-dam-manipur-india
Neighbours/citizens/communities,,mapithel-dam-manipur-india
Social movements,,mapithel-dam-manipur-india
Women,,mapithel-dam-manipur-india
Other,,mapithel-dam-manipur-india
Farmers and peasants,,mapithel-dam-manipur-india
International ejos,,vung-ang-2-thermal-power-plant-ha-tinh-province-vietnam
Local ejos,,vung-ang-2-thermal-power-plant-ha-tinh-province-vietnam
Social movements,,vung-ang-2-thermal-power-plant-ha-tinh-province-vietnam
Indigenous groups or traditional communities,,quebrada-blanca-tarapaca-chile
Local ejos,,quebrada-blanca-tarapaca-chile
Local government/political parties,,quebrada-blanca-tarapaca-chile
Neighbours/citizens/communities,,quebrada-blanca-tarapaca-chile
Pastoralists,,quebrada-blanca-tarapaca-chile
Social movements,,quebrada-blanca-tarapaca-chile
Other,,quebrada-blanca-tarapaca-chile
Ethnically/racially discriminated groups,,roma-roma-settlement-next-to-the-us-steel-factory-and-running-water-only-two-hours-per-day-in-slovakia
Indigenous groups or traditional communities,,platinum-mining-in-eastern-shan-state-myanmar
Local ejos,,platinum-mining-in-eastern-shan-state-myanmar
Neighbours/citizens/communities,,platinum-mining-in-eastern-shan-state-myanmar
Women,,platinum-mining-in-eastern-shan-state-myanmar
Ethnically/racially discriminated groups,,platinum-mining-in-eastern-shan-state-myanmar
Other,,platinum-mining-in-eastern-shan-state-myanmar
Farmers and peasants,,platinum-mining-in-eastern-shan-state-myanmar
Industrial workers,,phosphates-mining-in-the-gardening-zone-of-niayes-mboro-senegal
Local ejos,,phosphates-mining-in-the-gardening-zone-of-niayes-mboro-senegal
Neighbours/citizens/communities,,phosphates-mining-in-the-gardening-zone-of-niayes-mboro-senegal
Women,,phosphates-mining-in-the-gardening-zone-of-niayes-mboro-senegal
Farmers and peasants,,phosphates-mining-in-the-gardening-zone-of-niayes-mboro-senegal
Indigenous groups or traditional communities,,contamination-of-the-river-palo-in-puerto-tejada-colombia
Neighbours/citizens/communities,,contamination-of-the-river-palo-in-puerto-tejada-colombia
Social movements,,contamination-of-the-river-palo-in-puerto-tejada-colombia
Women,,contamination-of-the-river-palo-in-puerto-tejada-colombia
Fisher people,,contamination-of-the-river-palo-in-puerto-tejada-colombia
Indigenous groups or traditional communities,,ecuadors-prior-consult-in-the-oil-blocks-20-and-29-ecuador
Farmers and peasants,,ecuadors-prior-consult-in-the-oil-blocks-20-and-29-ecuador
International ejos,,gas-grabs-algeria
Local ejos,,gas-grabs-algeria
Neighbours/citizens/communities,,gas-grabs-algeria
Social movements,,gas-grabs-algeria
Indigenous groups or traditional communities,,moratorium-on-oil-exploration-harken-energy-costa-rica
Local ejos,,moratorium-on-oil-exploration-harken-energy-costa-rica
Local government/political parties,,moratorium-on-oil-exploration-harken-energy-costa-rica
Social movements,,moratorium-on-oil-exploration-harken-energy-costa-rica
Fisher people,,moratorium-on-oil-exploration-harken-energy-costa-rica
Indigenous groups or traditional communities,,killing-of-lina-and-ramon-pesadilla-human-rigths-and-environmental-defenders-in-compostela-valley-philippines
International ejos,,killing-of-lina-and-ramon-pesadilla-human-rigths-and-environmental-defenders-in-compostela-valley-philippines
Local ejos,,killing-of-lina-and-ramon-pesadilla-human-rigths-and-environmental-defenders-in-compostela-valley-philippines
Local government/political parties,,killing-of-lina-and-ramon-pesadilla-human-rigths-and-environmental-defenders-in-compostela-valley-philippines
Ethnically/racially discriminated groups,,killing-of-lina-and-ramon-pesadilla-human-rigths-and-environmental-defenders-in-compostela-valley-philippines
Religious groups,,killing-of-lina-and-ramon-pesadilla-human-rigths-and-environmental-defenders-in-compostela-valley-philippines
Farmers and peasants,,killing-of-lina-and-ramon-pesadilla-human-rigths-and-environmental-defenders-in-compostela-valley-philippines
Indigenous groups or traditional communities,,dow-chemicals-rd-unit-pune-india
Local ejos,,dow-chemicals-rd-unit-pune-india
Landless peasants,,dow-chemicals-rd-unit-pune-india
Local government/political parties,,dow-chemicals-rd-unit-pune-india
Neighbours/citizens/communities,,dow-chemicals-rd-unit-pune-india
Pastoralists,,dow-chemicals-rd-unit-pune-india
Religious groups,,dow-chemicals-rd-unit-pune-india
Other,,dow-chemicals-rd-unit-pune-india
Farmers and peasants,,dow-chemicals-rd-unit-pune-india
Neighbours/citizens/communities,,save-polesia-stop-construction-of-e40-waterway
Social movements,,save-polesia-stop-construction-of-e40-waterway
Recreational users,,save-polesia-stop-construction-of-e40-waterway
Local scientists/professionals,,save-polesia-stop-construction-of-e40-waterway
Fisher people,,save-polesia-stop-construction-of-e40-waterway
Farmers and peasants,,save-polesia-stop-construction-of-e40-waterway
International ejos,,planned-open-pit-mine-in-zloczew-poland
Local ejos,,planned-open-pit-mine-in-zloczew-poland
Local government/political parties,,planned-open-pit-mine-in-zloczew-poland
Neighbours/citizens/communities,,planned-open-pit-mine-in-zloczew-poland
Social movements,,planned-open-pit-mine-in-zloczew-poland
Local scientists/professionals,,planned-open-pit-mine-in-zloczew-poland
Farmers and peasants,,planned-open-pit-mine-in-zloczew-poland
Indigenous groups or traditional communities,,karchham-wangtoo-project-hp-india
Local ejos,,karchham-wangtoo-project-hp-india
Pastoralists,,karchham-wangtoo-project-hp-india
Social movements,,karchham-wangtoo-project-hp-india
Fisher people,,karchham-wangtoo-project-hp-india
Farmers and peasants,,karchham-wangtoo-project-hp-india
Local ejos,,waste-pickers-in-johannesburg-protest-and-organize-against-pikitups-separation-at-source-program
"Wastepickers, recyclers",,waste-pickers-in-johannesburg-protest-and-organize-against-pikitups-separation-at-source-program
Neighbours/citizens/communities,,cut-flowers-industry-in-pedro-moncayo-ecuador
Local ejos,,rio-tula-y-el-tunel-emisor-oriente-teo
Neighbours/citizens/communities,,rio-tula-y-el-tunel-emisor-oriente-teo
Social movements,,rio-tula-y-el-tunel-emisor-oriente-teo
Women,,rio-tula-y-el-tunel-emisor-oriente-teo
Local scientists/professionals,,rio-tula-y-el-tunel-emisor-oriente-teo
Local ejos,,preservation-of-livelihood-of-sarikecili-nomads-turkey
Pastoralists,,preservation-of-livelihood-of-sarikecili-nomads-turkey
Women,,preservation-of-livelihood-of-sarikecili-nomads-turkey
Indigenous groups or traditional communities,,iron-ore-mining-in-morro-do-pilar-minas-gerais-brazil
Local ejos,,iron-ore-mining-in-morro-do-pilar-minas-gerais-brazil
Neighbours/citizens/communities,,iron-ore-mining-in-morro-do-pilar-minas-gerais-brazil
Local scientists/professionals,,iron-ore-mining-in-morro-do-pilar-minas-gerais-brazil
Other,,iron-ore-mining-in-morro-do-pilar-minas-gerais-brazil
Fisher people,,iron-ore-mining-in-morro-do-pilar-minas-gerais-brazil
Farmers and peasants,,iron-ore-mining-in-morro-do-pilar-minas-gerais-brazil
Indigenous groups or traditional communities,,entre-lo-sostenible-y-el-rechazo-el-cultivo-de-concha-abanico-argopecten-purpiratus-en-el-litoral-costero-del-peru
Local government/political parties,,entre-lo-sostenible-y-el-rechazo-el-cultivo-de-concha-abanico-argopecten-purpiratus-en-el-litoral-costero-del-peru
Neighbours/citizens/communities,,entre-lo-sostenible-y-el-rechazo-el-cultivo-de-concha-abanico-argopecten-purpiratus-en-el-litoral-costero-del-peru
Trade unions,,entre-lo-sostenible-y-el-rechazo-el-cultivo-de-concha-abanico-argopecten-purpiratus-en-el-litoral-costero-del-peru
Fisher people,,entre-lo-sostenible-y-el-rechazo-el-cultivo-de-concha-abanico-argopecten-purpiratus-en-el-litoral-costero-del-peru
Industrial workers,,coca-cola-and-groundwater-exploitation
Local ejos,,coca-cola-and-groundwater-exploitation
Farmers and peasants,,coca-cola-and-groundwater-exploitation
Indigenous groups or traditional communities,,aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna
Local ejos,,aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna
Neighbours/citizens/communities,,aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna
Social movements,,aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna
Women,,aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna
Religious groups,,aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna
Fisher people,,aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna
Farmers and peasants,,aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna
Industrial workers,,pollution-from-oil-refinery-in-sisak-croatia
Local ejos,,pollution-from-oil-refinery-in-sisak-croatia
Local government/political parties,,pollution-from-oil-refinery-in-sisak-croatia
Neighbours/citizens/communities,,pollution-from-oil-refinery-in-sisak-croatia
Social movements,,pollution-from-oil-refinery-in-sisak-croatia
Trade unions,,pollution-from-oil-refinery-in-sisak-croatia
Local scientists/professionals,,pollution-from-oil-refinery-in-sisak-croatia
