UID,name,forms_mobilizing
ecuadors-prior-consult-in-the-oil-blocks-20-and-29-ecuador,Street protest/marches,
gas-grabs-algeria,Creation of alternative reports/knowledge,
gas-grabs-algeria,Media based activism/alternative media,
gas-grabs-algeria,Public campaigns,
moratorium-on-oil-exploration-harken-energy-costa-rica,Creation of alternative reports/knowledge,
moratorium-on-oil-exploration-harken-energy-costa-rica,Development of alternative proposals,
moratorium-on-oil-exploration-harken-energy-costa-rica,Public campaigns,
killing-of-lina-and-ramon-pesadilla-human-rigths-and-environmental-defenders-in-compostela-valley-philippines,Creation of alternative reports/knowledge,
killing-of-lina-and-ramon-pesadilla-human-rigths-and-environmental-defenders-in-compostela-valley-philippines,Development of a network/collective action,
killing-of-lina-and-ramon-pesadilla-human-rigths-and-environmental-defenders-in-compostela-valley-philippines,Involvement of national and international NGOs,
killing-of-lina-and-ramon-pesadilla-human-rigths-and-environmental-defenders-in-compostela-valley-philippines,Media based activism/alternative media,
killing-of-lina-and-ramon-pesadilla-human-rigths-and-environmental-defenders-in-compostela-valley-philippines,Objections to the EIA,
killing-of-lina-and-ramon-pesadilla-human-rigths-and-environmental-defenders-in-compostela-valley-philippines,Official complaint letters and petitions,
killing-of-lina-and-ramon-pesadilla-human-rigths-and-environmental-defenders-in-compostela-valley-philippines,Street protest/marches,
dow-chemicals-rd-unit-pune-india,Blockades,
dow-chemicals-rd-unit-pune-india,Land occupation,
dow-chemicals-rd-unit-pune-india,"Lawsuits, court cases, judicial activism",
dow-chemicals-rd-unit-pune-india,Public campaigns,
dow-chemicals-rd-unit-pune-india,Sabotage,
dow-chemicals-rd-unit-pune-india,Street protest/marches,
dow-chemicals-rd-unit-pune-india,Property damage/arson,
dow-chemicals-rd-unit-pune-india,Strikes,
save-polesia-stop-construction-of-e40-waterway,Creation of alternative reports/knowledge,
save-polesia-stop-construction-of-e40-waterway,Development of a network/collective action,
save-polesia-stop-construction-of-e40-waterway,Development of alternative proposals,
save-polesia-stop-construction-of-e40-waterway,Involvement of national and international NGOs,
save-polesia-stop-construction-of-e40-waterway,"Lawsuits, court cases, judicial activism",
save-polesia-stop-construction-of-e40-waterway,Objections to the EIA,
save-polesia-stop-construction-of-e40-waterway,Official complaint letters and petitions,
save-polesia-stop-construction-of-e40-waterway,Public campaigns,
save-polesia-stop-construction-of-e40-waterway,Arguments for the rights of mother nature,
save-polesia-stop-construction-of-e40-waterway,Appeals/recourse to economic valuation of the environment,
planned-open-pit-mine-in-zloczew-poland,Development of a network/collective action,
planned-open-pit-mine-in-zloczew-poland,Involvement of national and international NGOs,
planned-open-pit-mine-in-zloczew-poland,"Lawsuits, court cases, judicial activism",
planned-open-pit-mine-in-zloczew-poland,Media based activism/alternative media,
planned-open-pit-mine-in-zloczew-poland,Objections to the EIA,
planned-open-pit-mine-in-zloczew-poland,Official complaint letters and petitions,
planned-open-pit-mine-in-zloczew-poland,Street protest/marches,
planned-open-pit-mine-in-zloczew-poland,Arguments for the rights of mother nature,
planned-open-pit-mine-in-zloczew-poland,Refusal of compensation,
karchham-wangtoo-project-hp-india,Blockades,
karchham-wangtoo-project-hp-india,Development of a network/collective action,
karchham-wangtoo-project-hp-india,Land occupation,
karchham-wangtoo-project-hp-india,"Lawsuits, court cases, judicial activism",
karchham-wangtoo-project-hp-india,Objections to the EIA,
karchham-wangtoo-project-hp-india,Official complaint letters and petitions,
karchham-wangtoo-project-hp-india,Public campaigns,
karchham-wangtoo-project-hp-india,Referendum other local consultations,
karchham-wangtoo-project-hp-india,Street protest/marches,
waste-pickers-in-johannesburg-protest-and-organize-against-pikitups-separation-at-source-program,Development of a network/collective action,
waste-pickers-in-johannesburg-protest-and-organize-against-pikitups-separation-at-source-program,Development of alternative proposals,
waste-pickers-in-johannesburg-protest-and-organize-against-pikitups-separation-at-source-program,Media based activism/alternative media,
waste-pickers-in-johannesburg-protest-and-organize-against-pikitups-separation-at-source-program,Street protest/marches,
cut-flowers-industry-in-pedro-moncayo-ecuador,Development of a network/collective action,
cut-flowers-industry-in-pedro-moncayo-ecuador,Other,
rio-tula-y-el-tunel-emisor-oriente-teo,"Artistic and creative actions (eg guerilla theatre, murals)",
rio-tula-y-el-tunel-emisor-oriente-teo,Blockades,
rio-tula-y-el-tunel-emisor-oriente-teo,"Community-based participative research (popular epidemiology studies, etc..)",
rio-tula-y-el-tunel-emisor-oriente-teo,Development of a network/collective action,
rio-tula-y-el-tunel-emisor-oriente-teo,Development of alternative proposals,
rio-tula-y-el-tunel-emisor-oriente-teo,Media based activism/alternative media,
rio-tula-y-el-tunel-emisor-oriente-teo,Objections to the EIA,
rio-tula-y-el-tunel-emisor-oriente-teo,Referendum other local consultations,
rio-tula-y-el-tunel-emisor-oriente-teo,Street protest/marches,
rio-tula-y-el-tunel-emisor-oriente-teo,Occupation of buildings/public spaces,
preservation-of-livelihood-of-sarikecili-nomads-turkey,Development of a network/collective action,
preservation-of-livelihood-of-sarikecili-nomads-turkey,Involvement of national and international NGOs,
preservation-of-livelihood-of-sarikecili-nomads-turkey,"Lawsuits, court cases, judicial activism",
preservation-of-livelihood-of-sarikecili-nomads-turkey,Media based activism/alternative media,
preservation-of-livelihood-of-sarikecili-nomads-turkey,Official complaint letters and petitions,
preservation-of-livelihood-of-sarikecili-nomads-turkey,Public campaigns,
preservation-of-livelihood-of-sarikecili-nomads-turkey,Street protest/marches,
preservation-of-livelihood-of-sarikecili-nomads-turkey,Arguments for the rights of mother nature,
iron-ore-mining-in-morro-do-pilar-minas-gerais-brazil,Creation of alternative reports/knowledge,
iron-ore-mining-in-morro-do-pilar-minas-gerais-brazil,Development of a network/collective action,
iron-ore-mining-in-morro-do-pilar-minas-gerais-brazil,Objections to the EIA,
iron-ore-mining-in-morro-do-pilar-minas-gerais-brazil,Official complaint letters and petitions,
iron-ore-mining-in-morro-do-pilar-minas-gerais-brazil,Public campaigns,
entre-lo-sostenible-y-el-rechazo-el-cultivo-de-concha-abanico-argopecten-purpiratus-en-el-litoral-costero-del-peru,Land occupation,
entre-lo-sostenible-y-el-rechazo-el-cultivo-de-concha-abanico-argopecten-purpiratus-en-el-litoral-costero-del-peru,Sabotage,
coca-cola-and-groundwater-exploitation,"Lawsuits, court cases, judicial activism",
coca-cola-and-groundwater-exploitation,Official complaint letters and petitions,
coca-cola-and-groundwater-exploitation,Public campaigns,
coca-cola-and-groundwater-exploitation,Hunger strikes and self immolation,
coca-cola-and-groundwater-exploitation,Boycotts of companies-products,
aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna,Blockades,
aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna,Development of a network/collective action,
aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna,"Lawsuits, court cases, judicial activism",
aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna,Objections to the EIA,
aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna,Official complaint letters and petitions,
aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna,Public campaigns,
aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna,Street protest/marches,
aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna,Arguments for the rights of mother nature,
aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna,Other,
pollution-from-oil-refinery-in-sisak-croatia,"Community-based participative research (popular epidemiology studies, etc..)",
pollution-from-oil-refinery-in-sisak-croatia,Creation of alternative reports/knowledge,
pollution-from-oil-refinery-in-sisak-croatia,Development of a network/collective action,
pollution-from-oil-refinery-in-sisak-croatia,Involvement of national and international NGOs,
pollution-from-oil-refinery-in-sisak-croatia,"Lawsuits, court cases, judicial activism",
pollution-from-oil-refinery-in-sisak-croatia,Media based activism/alternative media,
pollution-from-oil-refinery-in-sisak-croatia,Official complaint letters and petitions,
pollution-from-oil-refinery-in-sisak-croatia,Public campaigns,
pollution-from-oil-refinery-in-sisak-croatia,Street protest/marches,
oil-explosion-in-baghjan-tinsukia-assam-india,Blockades,
oil-explosion-in-baghjan-tinsukia-assam-india,Boycotts of official procedures/non-participation in official processes,
oil-explosion-in-baghjan-tinsukia-assam-india,"Community-based participative research (popular epidemiology studies, etc..)",
oil-explosion-in-baghjan-tinsukia-assam-india,Creation of alternative reports/knowledge,
oil-explosion-in-baghjan-tinsukia-assam-india,Development of a network/collective action,
oil-explosion-in-baghjan-tinsukia-assam-india,Development of alternative proposals,
oil-explosion-in-baghjan-tinsukia-assam-india,Involvement of national and international NGOs,
oil-explosion-in-baghjan-tinsukia-assam-india,Land occupation,
oil-explosion-in-baghjan-tinsukia-assam-india,"Lawsuits, court cases, judicial activism",
oil-explosion-in-baghjan-tinsukia-assam-india,Media based activism/alternative media,
oil-explosion-in-baghjan-tinsukia-assam-india,Objections to the EIA,
oil-explosion-in-baghjan-tinsukia-assam-india,Official complaint letters and petitions,
oil-explosion-in-baghjan-tinsukia-assam-india,Sabotage,
oil-explosion-in-baghjan-tinsukia-assam-india,Street protest/marches,
oil-explosion-in-baghjan-tinsukia-assam-india,Property damage/arson,
oil-explosion-in-baghjan-tinsukia-assam-india,Strikes,
oil-explosion-in-baghjan-tinsukia-assam-india,Arguments for the rights of mother nature,
oil-explosion-in-baghjan-tinsukia-assam-india,Appeals/recourse to economic valuation of the environment,
oil-explosion-in-baghjan-tinsukia-assam-india,Refusal of compensation,
java-7-coal-fired-power-plant-indonesia1,Involvement of national and international NGOs,
java-7-coal-fired-power-plant-indonesia1,Other,
closure-of-coal-in-port-august-south-australia,Development of a network/collective action,
closure-of-coal-in-port-august-south-australia,Development of alternative proposals,
closure-of-coal-in-port-august-south-australia,Media based activism/alternative media,
closure-of-coal-in-port-august-south-australia,Public campaigns,
closure-of-coal-in-port-august-south-australia,Street protest/marches,
hydraulic-fracking-egypt,Development of a network/collective action,
hydraulic-fracking-egypt,Media based activism/alternative media,
hydraulic-fracking-egypt,Official complaint letters and petitions,
genetically-modified-organisms-in-turkey,Creation of alternative reports/knowledge,
genetically-modified-organisms-in-turkey,Development of a network/collective action,
genetically-modified-organisms-in-turkey,Involvement of national and international NGOs,
genetically-modified-organisms-in-turkey,"Lawsuits, court cases, judicial activism",
genetically-modified-organisms-in-turkey,Media based activism/alternative media,
genetically-modified-organisms-in-turkey,Public campaigns,
genetically-modified-organisms-in-turkey,Street protest/marches,
pasta-de-conchos-mine-disaster-mexico,Blockades,
pasta-de-conchos-mine-disaster-mexico,Development of a network/collective action,
pasta-de-conchos-mine-disaster-mexico,"Lawsuits, court cases, judicial activism",
pasta-de-conchos-mine-disaster-mexico,Media based activism/alternative media,
pasta-de-conchos-mine-disaster-mexico,Official complaint letters and petitions,
pasta-de-conchos-mine-disaster-mexico,Public campaigns,
pasta-de-conchos-mine-disaster-mexico,Strikes,
pasta-de-conchos-mine-disaster-mexico,Occupation of buildings/public spaces,
bgmea-building-illegal-bangladesh,"Lawsuits, court cases, judicial activism",
bgmea-building-illegal-bangladesh,Media based activism/alternative media,
bgmea-building-illegal-bangladesh,Official complaint letters and petitions,
bgmea-building-illegal-bangladesh,Public campaigns,
bgmea-building-illegal-bangladesh,Street protest/marches,
al-kumma-project-and-its-implications,Media based activism/alternative media,
al-kumma-project-and-its-implications,Public campaigns,
kalwaka-gold-mine-burkina-faso,"Community-based participative research (popular epidemiology studies, etc..)",
kalwaka-gold-mine-burkina-faso,Creation of alternative reports/knowledge,
kalwaka-gold-mine-burkina-faso,Development of a network/collective action,
kalwaka-gold-mine-burkina-faso,Involvement of national and international NGOs,
