other_health_impacts,other_socio_economical_impacts,other_environmental_impacts,slug
"Problemas respiratorios en las personas que viven a los alrededores del municipio, como tos, gripas, Irritación de ojos",,"Problemas respiratorios en las personas que viven a los alrededores del municipio, como tos, gripas [7].",contaminacion-del-ambiental-por-la-quema-de-ramas-del-esparrago-en-caborca-sonora
,,,land-and-livelihood-conflicts-in-bhitarkanika-wildlife-sanctuary-odisha-india
,,,exploitation-of-forests-cameroon
"Royal Commission into the nuclear tests finally took place in 1987, held in both the UK and Australia. The commission concluded that there had been faults, secrecy, lack of safety and pollution of the land in the tests.  However they stated that there was no firm evidence of health effects directly related to irradiation.  Evidence tendered at the time by Indigenous people was harrowing. For example, we were told of how Australian servicemen in the area instructed an Indigenous nomadic family to remain on the road and not to go into the bush to hunt because of poison.  They had become so terrified of the “poison” that they obeyed instructions implicitly and 4 of the family of 6 eventually died of starvation. It is worth keeping in mind that at the Royal Commission Aboriginal people were asked to prove their stories and tell their history within a non-Indigenous framework. People from Maralinga were asked to prove the instances of cancers, birth defects, and genetic defects passed down because of exposure to ionising radiation: they were asked to prove that in a Western court of law and of course they couldn’t. They did not have medical records; they had no death records , and their traditional law does not permit them to speak the name of
a deceased person. 
The extremely limited resources devoted to finding and warning people (one experienced native patrol officer, Walter MacDougall was responsible for covering hundreds of thousands of square kilometres by car) led to incidents of radiation exposure. For example, in 1957, the Milpuddie family was found camping next to a crater left by a Maralinga test detonation.","Loss of capability to sustain livelihoods due to chronic illnesses - eg cancer - from the exposure.   In addition to radiation danger, Aboriginal people around Maralinga also faced extreme social, emotional and physical hardship from being denied access to food and water resources for more than 30 years.",Contamination immediately following nuclear tests and on-going problems as a result of inadequate clean-up efforts.  The contamination has continued to spread by wind and rain. ,british-nuclear-tests-at-maralinga
"Due to logging, it has become much more difficult to gather traditional foods",," Massive destruction of salmon spawning grounds, severe erosion problems.",haida-gwai-forresty-dispute
"Very high rates of diabetes, low life expectancies, heavy metal cadmium poisoning. ",,,phosphate-mining-on-nauru
,,,srae-roneam-village-against-illegal-loggin
,,,pazardzhik-incinerator-bulgaria
,,,environmental-conflict-in-the-campo-de-gibraltar
,,,iron-ore-mining-in-dantewada-jharkhand
,,,samarco-tailings-dam-disaster-minas-gerais-brazil
,,,open-cast-mining-at-sefateng-chrome-mine-in-limpopo-south-africa
"Air pollution related diseases, water born diseases",,,mining-of-white-clay-or-china-clay-netrokona-district-in-the-northern-part-of-bangladesh
,,,oil-spill-at-ikarama-community-nigeria
,,,tolak-reklamasi-bali-indonesia
"Since 1999 the soil and water of the region have been seriously contaminated with nickel and nickel oxide. This pollution puts the population's health at risk, and may cause deadly diseases, such as cancer and leukemia[3]", Residents argue that their property values have been diminished by the levels of nickel emitted from Inco's refinery [2],"Residents feel that the Inco refinery is responsible for the heavy metal contamination of their soils, and Inco has admitted to contamination by nickel, copper, cobalt and arsenic [2].",port-colborne-class-action-lawsuit-against-vale
,,,area-de-uso-multiple-rio-sarstun
According to the studies elaborated by doctors of Vrbas hospital there is increase of occurrence of different types of cancer and respiratory diseases in the population neighboring the channel. ,,Fish kills,pollution-of-the-channel-veliki-backi-kanal-serbia
,,Eutrofización,deterioro-humedal-tibanica-bogota-colombia
 levels of pollution caused by metals and organic compounds’ widespread contamination (ISPRA),,,the-malagrotta-landfill-and-speculation-in-the-galeria-valley-italy
,,,dumpsite-pollution-and-waste-picker-struggles-in-siem-reap-cambodia
,,,eucapacific-eucalyptus-plantations-ecuador
,,,the-allouk-water-station-shutdown-a-humanitarian-crisis-in-northeastern-syria
,,,israeli-industries-polluting-palestinian-city-of-tulkarm
"DE LA TORRE, W. G.	 Ação Civil Pública com Pedido de Liminar. Taubaté: Defensoria Pública do Estado de São Paulo. Defensoria Regional de Taubaté, 2008. Available at: http://xa.yimg.com/kq/groups/15799203/261655944/name/ACP_EUCALIPTOS_CATU%C3%87ABA.pdf","""The narratives often mentioned the following points: that ""eucalyptus dries the water""; the abrupt change in the landscape; damage to local roads; the lack of economic benefits for the municipality; water contamination caused by herbicides; concern with what could be produced on lands once the eucalyptus was removed; and isolation among rural inhabitants."" (15)","TOLEDO, M. H. S. O impacto da plantação extensiva de eucalipto nas culturas tradicionais: Estudo de caso de São Luis do Paraitinga, SP. Cadernos IHUideias, ano 10, n. 167, 2012. Available at: ttp://www.ihu.unisinos.br/images/stories/cadernos/ideias/167cadernosihuideias.pdf
DE LA TORRE, W. G.	 Ação Civil Pública com Pedido de Liminar. Taubaté: Defensoria Pública do Estado de São Paulo. Defensoria Regional de Taubaté, 2008. Available at: http://xa.yimg.com/kq/groups/15799203/261655944/name/ACP_EUCALIPTOS_CATU%C3%87ABA.pdf",the-eucalyptus-plantations-in-sao-luiz-do-paraitinga-sao-paulo-brazil
Respiratory illnesses,,,centromins-san-luis-mine-in-el-carmen-de-chucuri-santander-colombia
,,,africville-nova-scotia
diseases due to contaminated water,,,unregulated-tourism-in-eco-sensitive-coral-island-bangladesh
,,,masacre-en-totonicapan
cancer,,,panguangying-waste-incineration-plant-hebei-china
,Gentrification,,besqab-and-uppsala-municipality-development-plans-sweden
,,,pig-iron-industries-in-piquia-de-baixo-maranhao-brazil
,,,manta-manaus-multimodal-corridor-ecuador-peru-brazil
,,,holtec-nuclear-waste-disposal-in-plymouth-county
,,,invasive-species-in-lake-victoria-kenya
,,,iron-ore-mining-in-paulistana-piaui-brazil
Illnesses caused by pollutants emitted by aircraft,Damage to houses (cracks) and destruction of houses caused by construction works,"Landslides
Dusty atmosphere, air pollution and noise pollution caused by construction works
Reduced access to drinking water",pakyong-airport
,,,cirebon-i-and-ii-coal-power-plants-west-java-indonesia
,,,floating-nuclear-power-plant-pevek-arctic-russia
,,,la-lucha-del-pueblo-shuar-arutam-psha-contra-solaris-resources
Risk of illnesses caused by contamination of water supplies,,Risk of jet fuel contaminating aquifer,red-hill-underground-fuel-storage-facility-jet-fuel-leak
Poisoning of Land and Water,Loss of income,,bergama-gold-mine-turkey
"The regions lignite fired power plants cause annual costs for human health and the environment of about 3 to 5 billion Euro altogether. In its communication to the European Commission 
Brandenburg calls upon a significant fraction of pollution (on 57% of days when limits were exceeded) to originate from long-range transboundary air pollution, for example from Poland and the Czech Republic.
The air pollution action plan of the municipality of Cottbus from the year 2006 similarly estimates that about half of the urban pollution with particulate matter is actually due to ambient air pollution and not caused by local traffic. Ambient air pollution is partly caused by the lignite-fired power plants in the greater region.",,,lignite-mining-welzow-sued-ii-welzow-proschim-germany
"La eutrofización de las aguas del lago Vico, cuyas causas probablemente han sido y continúan siendo el origen de la degradación de este importante ecosistema y cuenca del agua:_x000D_ - Floraciones intensas de la planktotrix rubescens de Cianobactory y las otras especies de cianobacterias,_x000D_ Floraciones favoritas probablemente por el uso de fertilizantes y fitofarmacias ultranenadáculos en el_x000D_ Vastas áreas cultivadas en avellanas cerca del lago;_x000D_ - Posible permanencia de descargas de aguas residuales ilegales o no complicadas en los bancos y cercanos_x000D_ del lago;_x000D_ - Posible acción de contaminación residual debido a los agentes contaminantes identificados en_x000D_ subsuelo de los materiales de defensa de almacén abandonados NBC de Ronciglione, ubicado_x000D_ También cerca de las orillas del lago;_x000D_ - Posibles actividades ilegales realizadas dentro y cerca de la Reserva Natural [9]._x000D_ El proceso de eutrofización probablemente sea causado por el uso de pesticidas ultranominios de los pesticidas, ampliamente utilizados en monocultivos. La contaminación del agua y el uso de fitofarmacias representan un riesgo dual:_x000D_ Para los ciudadanos, de hecho, solo una parte mínima de los pesticidas rociados alcanza el objetivo y el resto se dispersa más allá de las áreas agrícolas, cada vez más cerca de hogares, escuelas y huertos privados. Muy a menudo, los residentes han demostrado síntomas como desgarro, dificultades para respirar y ardientes ojos y garganta._x000D_ Para los agricultores que, a diario en las plantaciones, son los sujetos más expuestos a los pesticidas que usaron por sí mismos [6]._x000D_  _x000D_ Con motivo de la presentación del informe tumoral en la provincia de Viterbo, los Medici de ISDE han informado la importancia de la prevención del cáncer y otras enfermedades no transmisibles, como enfermedades cardiovasculares, neurodegenerativas y autistas en los niños que pueden y pueden debe lograrse también:_x000D_ - Garantizar aguas potables y saludables a la población, en el caso del agua absolutamente sin elementos arsénicos tóxicos y cancerígenos y otros contaminantes;_x000D_ - Protección de los recursos hídricos;_x000D_ - Evitar la exposición de las personas, en particular de los niños y las mujeres embarazadas con pesticidas, sustancias tóxicas y cancerígenas, también con intervenciones para contrastar la expansión del monocultivo de las avellanas y otros monocultivos extensos (estos tipos particulares de pesticidas cultivados y sustancias de las sustancias de las sustancias de Síntesis química notoriamente tóxica y cancerígena), expresiones de agricultura intensiva y química a favor de la agricultura orgánica respetuosa de la salud y el medio ambiente;_x000D_ - Mejora de la calidad del aire, a través de acciones en movilidad pública y privada [5].",,,noccioleti-a-viterbo
,,,murta-dam-mg-brazil
Abortions and congenital malformations,"Economic loss by death of domestic animals and crop damage
Criminalization of protest",Soil destabilization and plugging watersheds due to seismic exploration,oil-exploitation-in-campo-del-libertador-ecuador
"Sinus problems, nose bleeds, skin irritations, itchy throats, red eyes, asthma aggravation, worsened hay fever, chest tightening, vertigo, nausea, flu",,,ffs-refiner-chemical-polltion-in-durban-south-africa
,,,jumbo-glacier-resort-canada
Enfermedad por contaminacion del agua con metales pesados,"Increase of political tension across state borders, between Guatemala and El Salvador",,cerro-blanco-guatemala
