UID,name,government_actors
mineria-ilegal-santander-de-quilichao-colombia,Corte Constitucional de Colombia,
mineria-ilegal-santander-de-quilichao-colombia,Corporacion Autonoma Regional del Cauca,
dadri-power-project-up-india,Government of Uttar Pradesh,
dadri-power-project-up-india,Allahabad High Court,
niyamgiri-vedanta-bauxite-mining-india,Orissa Mining Corporation,
niyamgiri-vedanta-bauxite-mining-india,Ministry of Environmental Affairs ,
niyamgiri-vedanta-bauxite-mining-india,Orissa Government,
niyamgiri-vedanta-bauxite-mining-india,Forest Department,
pondoland-wild-coast-xolobeni-mining-threat-south-africa,Department of Mineral Resources,
pondoland-wild-coast-xolobeni-mining-threat-south-africa,Department of Environmental Affairs,
pondoland-wild-coast-xolobeni-mining-threat-south-africa,Department of Water,
pondoland-wild-coast-xolobeni-mining-threat-south-africa,Department of Land Affairs,
caramanta-antioquia-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
caramanta-antioquia-colombia,Instituto Colombiano de Mineria y Geologia ,
caramanta-antioquia-colombia,Gobernacion de Antioquia,
caramanta-antioquia-colombia,Alcaldia del Municipio de Caramanta,
caramanta-antioquia-colombia,Policia Nacional,
caramanta-antioquia-colombia,Corporacion Autonoma Regional del Centro de Antioquia ,
proyecto-andacollo-neuquen-argentina,Gobierno Municipal de Andacollo,
proyecto-andacollo-neuquen-argentina,Estado Provincial de Neuquén,
proyecto-andacollo-neuquen-argentina,Estado Nacional de Argentina,
proyecto-andacollo-neuquen-argentina,Gendarmería Nacional,
proyecto-andacollo-neuquen-argentina,Subsecretaría de Medio Ambiente,
proyecto-andacollo-neuquen-argentina,Dirección Provincial de Minería,
koidu-diamond-mining-conflict-sierra-leone,Ministry of Mines and Mineral Resources,
koidu-diamond-mining-conflict-sierra-leone,Sierra Leones Gold and Diamond Office,
urbanistic-plan-in-valdevaqueros-tarifa-spain,Spanish Ministry of Environment,
urbanistic-plan-in-valdevaqueros-tarifa-spain,Tarifa Town Council,
urbanistic-plan-in-valdevaqueros-tarifa-spain,Andalucia Regional Government,
bhakra-nangal-project-india,Government of India,
bhakra-nangal-project-india,Government of Himachal Pradesh,
detroits-waste-incinerator-usa,Michigan Dept of Environmental Quality,
highway-part-of-scan-link-ljungskile-sweden,Vägverket,
yuvarlakcay-water-movement-turkey,DSI- General Directorate of State Hydraulic Works.,
stuttgart-21-project-germany,Federal Government,
stuttgart-21-project-germany,Baden-Württemberg Government,
stuttgart-21-project-germany,Stuttgart city Council,
richards-bay-minerals-dune-mining-south-africa,Department of Mineral Resources,
richards-bay-minerals-dune-mining-south-africa,Department of Environment,
richards-bay-minerals-dune-mining-south-africa,Department of Trade and Industries,
richards-bay-minerals-dune-mining-south-africa,Department of Water Affairs,
nsukala-sugar-plantation-and-refinery-in-cercle-de-segou-mali,Malian government,
nsukala-sugar-plantation-and-refinery-in-cercle-de-segou-mali,Office du Niger ,
marmato-mines-colombia,Ministerio de Minas y Energia,
marmato-mines-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
marmato-mines-colombia,Instituto Colombiano de Geologia y Minería ,
marmato-mines-colombia,Gobernacion de Caldas,
marmato-mines-colombia,Alcaldía de Marmato,
marmato-mines-colombia,Concejo Municipal de Marmato,
marmato-mines-colombia,Corporación Autónoma Regional de Caldas ,
oil-spill-of-exxonmobil-in-ibeno-community-nigeria,Nigerian National Petroleum Corporation (NNPC),
panyu-waste-incineration-project-guanzhou-china,Panyu District Government,
panyu-waste-incineration-project-guanzhou-china,Guangzhou City Government,
uranium-mining-in-the-southwest-navajo-nation-usa,United States Congress,
uranium-mining-in-the-southwest-navajo-nation-usa,United States Environmental Protection Agency,
uranium-mining-in-the-southwest-navajo-nation-usa,State governments (Arizona,
uranium-mining-in-the-southwest-navajo-nation-usa,New Mexico,
uranium-mining-in-the-southwest-navajo-nation-usa,Utah,
uranium-mining-in-the-southwest-navajo-nation-usa,Colorado),
isla-riesco-coal-extraction-chile,Servicio de Evaluacion Ambiental de Magallanes,
isla-riesco-coal-extraction-chile,Servicio de Evaluacion Ambienta de Chile,
nuclear-storage-facilities-in-gorleben-germany,Minister-President of Lower Saxony (at that time,
nuclear-storage-facilities-in-gorleben-germany,Ernst Albrecht of the CDU),
nuclear-storage-facilities-in-gorleben-germany,Since 1986 the Federal Ministry for the Environment,
nuclear-storage-facilities-in-gorleben-germany,Nature Conservation and Nuclear Safety is in charge for Nuclear Disposal.,
nuclear-storage-facilities-in-gorleben-germany,German Federal Office for Radiation Protection.,
ethanol-fuel-plant-land-conflict-zimbabwe,Ministry of Agriculture,
ethanol-fuel-plant-land-conflict-zimbabwe,Mechanisation and Irrigation Development,
ethanol-fuel-plant-land-conflict-zimbabwe,Ministry of Energy and Power Development,
ethanol-fuel-plant-land-conflict-zimbabwe,Ministry of Local Government,
cauldhall-open-cast-coal-mine-in-midlothian-scotland-uk,Scottish government,
cauldhall-open-cast-coal-mine-in-midlothian-scotland-uk,Midlothian Council,
life-after-the-uranium-mines-in-buhovo-bulgaria,Ministry of Economy,
life-after-the-uranium-mines-in-buhovo-bulgaria,The local mayor,
life-after-the-uranium-mines-in-buhovo-bulgaria,Energy and Tourism,
rio-guabas-valle-del-cauca-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
rio-guabas-valle-del-cauca-colombia,Gobernación del Valle del Cauca,
rio-guabas-valle-del-cauca-colombia,Alcaldía de Ginebra,
rio-guabas-valle-del-cauca-colombia,Corporación Autónoma Regional del Valle del Cauca ,
rio-guabas-valle-del-cauca-colombia,Instituto Colombiano de Minería y Geología ,
bahia-malaga-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
bahia-malaga-colombia,Ministerio de Interior,
bahia-malaga-colombia,Parques Nacionales Naturales de Colombia,
bahia-malaga-colombia,Gobernacion del Valle del Cauca,
bahia-malaga-colombia,Presidencia de la Republica de Colombia,
bahia-malaga-colombia,Ministerio de Transporte,
bahia-malaga-colombia,Alcaldia de Buenaventura,
bahia-malaga-colombia,Corporacion Autonoma Regional del Valle del Cauca ,
bahia-malaga-colombia,Ejercito Nacional ,
bahia-malaga-colombia,Comite Intergremial del Valle del Cauca ,
bahia-malaga-colombia,Asociacion Nacional de Empresarios de Colombia (ANDI Valle del Cauca) ,
bahia-malaga-colombia,Camara de Comercio de Cali ,
oil-extraction-on-bioko-island-equatorial-guinea,Government of Equatorial Guinea,
kori-kollo-mine-bolivia,Ministry of Water Resources,
kori-kollo-mine-bolivia,Ministry of Rural Development,
kori-kollo-mine-bolivia,Agriculture and Environment,
kori-kollo-mine-bolivia,Government of Oruro,
kori-kollo-mine-bolivia,General Direction of Environment Protection,
agip-spill-at-brass-terminal-nigeria,National Oil Spills Detection and Response Agency [NOSDRA] ,
deocha-pachami-dewanganj-harinsingha-birbhum-coalfield-india,Government of India,
deocha-pachami-dewanganj-harinsingha-birbhum-coalfield-india,West Bengal Government,
quifel-agribusiness-agrofuels-or-foodcrop-projects-in-port-loko-sierra-leone,Ministry of Local Government and Internal Affairs,
la-jagua-de-ibirico-cesar-vs-drummond-colombia,Presidencia de la Republica,
la-jagua-de-ibirico-cesar-vs-drummond-colombia,Ministerio de Minas y Energia,
la-jagua-de-ibirico-cesar-vs-drummond-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
la-jagua-de-ibirico-cesar-vs-drummond-colombia,Contraloria General de La Republica,
la-jagua-de-ibirico-cesar-vs-drummond-colombia,Procuraduria General de La Nacion,
la-jagua-de-ibirico-cesar-vs-drummond-colombia,Instituto Colombiano de Mineria y Geologia,
la-jagua-de-ibirico-cesar-vs-drummond-colombia,Fiscalia General de La Nacion,
la-jagua-de-ibirico-cesar-vs-drummond-colombia,Policia Nacional de Colombia,
la-jagua-de-ibirico-cesar-vs-drummond-colombia,Corporacion Autonoma Regional del Cesar ,
sardar-sarovar-dam-india,Government of India,
sardar-sarovar-dam-india,Government of Madhya Pradesh,
sardar-sarovar-dam-india,Government of Gujarat,
sardar-sarovar-dam-india,Government of Maharashtra,
diamond-extraction-in-the-central-kalahari-game-reserve-botswana,Government of Botswana.,
dakatcha-woodland-biofuel-project-kenya,Ministry of Lands,
dakatcha-woodland-biofuel-project-kenya,Ministry of Environment and Mineral Resources,
dakatcha-woodland-biofuel-project-kenya,Kenyan National Environment Management Authority ,
lt-farm-land-of-guinea-soy-and-corn-development-in-faranah-region-guinea,Guinea Ministry of Agriculture,
lignite-mining-jaenschwalde-nord-kerkwitz-grabko-atterwasch-germany,Brandenburg government,
coal-power-plant-sostanj-tes-6-slovenia,Ministry of Economy,
coal-power-plant-sostanj-tes-6-slovenia,Ministry of the environment and spatial planning,
udupi-power-corporation-karnataka-india,Power Finance Corporation ,
udupi-power-corporation-karnataka-india,Government of Karnataka,
udupi-power-corporation-karnataka-india,Karnataka Pollution Control Board,
udupi-power-corporation-karnataka-india,Government of Punjab,
suzano-biomass-plantations-brazil,BNDES ,
valle-de-elqui-teck-pan-pacific,Municipalidad de Vicuña,
valle-de-elqui-teck-pan-pacific,Municipalidad de Paihuano,
valle-de-elqui-teck-pan-pacific,Fiscalía de Medio Ambiente,
valle-de-elqui-teck-pan-pacific,Dirección General de Aguas,
valle-de-elqui-teck-pan-pacific,Comisión Nacional de Medio Ambiente CONAMA,
valle-de-elqui-teck-pan-pacific,Comisión Regional de Medio Ambiente COREMA,
shrimp-farming-in-muisne-ecuador,Ministry of the Environment,
shrimp-farming-in-muisne-ecuador,Ecuador,
shrimp-farming-in-muisne-ecuador,INDA - National Institute of Crop Development,
shrimp-farming-in-muisne-ecuador,Management of Natural Resources,
shrimp-farming-in-muisne-ecuador,Undersecretary of Fishing,
hidroaysen-hydroelectric-project-chile,CONAFI,
hidroaysen-hydroelectric-project-chile,SEC,
hidroaysen-hydroelectric-project-chile,SIC,
hidroaysen-hydroelectric-project-chile,CONAMA,
rio-tinto-qmm-ilmenite-mine-madagascar,Office of National Mines and Strategic Industries ,
rio-tinto-qmm-ilmenite-mine-madagascar,The National Environment Office ,
rio-tinto-qmm-ilmenite-mine-madagascar,Economic Development Board of Madagascar ,
rio-tinto-qmm-ilmenite-mine-madagascar,Malagasy Environment Ministry,
rio-tinto-qmm-ilmenite-mine-madagascar,Malagasy Mining Cadastre,
palm-oil-and-rubber-plantation-deforestation-gabon,Ministry of Forests,
palm-oil-and-rubber-plantation-deforestation-gabon,Directorate General Environment,
sinop-nuclear-power-plant-turkey,Ministry of Energy and Natural Resources,
sinop-nuclear-power-plant-turkey,Minister Taner Yildiz;,
sinop-nuclear-power-plant-turkey,TAEK-Turkish Atomic Energy Authority,
paredones-amarillos-mina-concordia-los-cardones-mexico,Secretaria de Medioambiente y Recursos Naturales SEMARNAT,
campana-mahuida-argentina,Gobierno Provincial del Neuquen,
land-dispute-fibria-and-quilombolas-brazil,INCRA ,
land-dispute-fibria-and-quilombolas-brazil,state government responsible for police forces.,
koroama-women-stage-protest-against-shell-neglect,NNPC,
huelva-industrial-chemical-complex-spain,Huelva City Council,
huelva-industrial-chemical-complex-spain,Regional government - Junta de Andalucía,
huelva-industrial-chemical-complex-spain,Spanish government,
monsanto-and-soy-monocultures-argentina,SENASA,
monsanto-and-soy-monocultures-argentina,CONABIA,
monsanto-and-soy-monocultures-argentina,CONICET,
monsanto-and-soy-monocultures-argentina,FAA,
wtr-ranobe-forest-mining-madagascar,Office of National Mines and Strategic Industries ,
wtr-ranobe-forest-mining-madagascar,The National Environment Office ,
wtr-ranobe-forest-mining-madagascar,Economic Development Board of Madagascar ,
wtr-ranobe-forest-mining-madagascar,Malagasy Environment Ministry,
wtr-ranobe-forest-mining-madagascar,Regional Directorate of Water and Forests ,
southeastern-anatolia-project-gap-turkey,State Hydraulic Works,
southeastern-anatolia-project-gap-turkey,GAP Administration,
permanent-repository-for-lilw-nuclear-waste-slovenia,ARAO: state agency for nuclear waste,
shell-oil-spill-at-nembe-creeks-nigeria,Nigerian National Petroleum Corporation.,
sewa-paper-mill-in-gangapur-orissa-india,Jeypore Sub-collector,
sewa-paper-mill-in-gangapur-orissa-india,Odisha State Pollution Control Board,
grassy-narrows-logging-conflict-ont-canada,Ontario Government,
matola-gas-company-cdm-project-mozambique,Primary: Ministerio para a Coordenacao da Accao Ambiental ,
matola-gas-company-cdm-project-mozambique,Ministry for Trade and Industry,
matola-gas-company-cdm-project-mozambique,Matola Gas Company SARL,
matola-gas-company-cdm-project-mozambique,Secondary: National Department of Health,
matola-gas-company-cdm-project-mozambique,National Department of Industry,
matola-gas-company-cdm-project-mozambique,Provincial Department for Coordination of Environmental Activity,
matola-gas-company-cdm-project-mozambique,Provincial Department of Mineral Resources and Energy,
matola-gas-company-cdm-project-mozambique,Provincial Department of Public Works and Housing,
matola-gas-company-cdm-project-mozambique,Maputo Provincial Government,
matola-gas-company-cdm-project-mozambique,Matola City Municipality,
ntpc-thermal-power-plant-at-lara-in-chhattisgarh-india,Government of India,
ntpc-thermal-power-plant-at-lara-in-chhattisgarh-india,National Green Tribunal,
sesa-goa-coke-plant-pollution-india,Ministry of the Environment,
sesa-goa-coke-plant-pollution-india,Goa State Pollution Control Board ,
tuivai-hydro-electric-project-mizoram-india,Government of India,
tuivai-hydro-electric-project-mizoram-india,Government of Manipur,
tuivai-hydro-electric-project-mizoram-india,United Progressive Alliance (political party,
tuivai-hydro-electric-project-mizoram-india,chaired by Sonia Gandhi),
aerial-fumigations-and-plan-colombia-ecuador,Ministry of Environment,
aerial-fumigations-and-plan-colombia-ecuador,The Ministry of Agriculture and Livestock,
aerial-fumigations-and-plan-colombia-ecuador,Ecuadorian government,
aerial-fumigations-and-plan-colombia-ecuador,Provincial Council of Sucumbos,
aerial-fumigations-and-plan-colombia-ecuador,The Mayor of Lago Agrio,
posco-odisha-india,Orissa Government,
athena-power-plant-by-acpl-chhattisgarh-india,Government of Chhattisgarh,
lake-turkana-wind-power-project-kenya,Kenya Electricity Transmission Company Ltd ,
lake-turkana-wind-power-project-kenya,Ministry of Energy,
agips-pipeline-at-ikeinghenbiri-spills-on-farmlands-and-fish-ponds-nigeria,Nigeria National Petroleum Corporations.,
semiconductor-pollution-gihueng-city-samsung-plant-south-korea,KComwell ,
puerto-bahia-malaga-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
puerto-bahia-malaga-colombia,Ministerio de Interior,
puerto-bahia-malaga-colombia,Parques Nacionales Naturales de Colombia,
puerto-bahia-malaga-colombia,Gobernacion del Valle del Cauca,
puerto-bahia-malaga-colombia,Presidencia de la Republica de Colombia,
puerto-bahia-malaga-colombia,Ministerio de Transporte,
puerto-bahia-malaga-colombia,Alcaldia de Buenaventura,
puerto-bahia-malaga-colombia,Corporacion Autonoma Regional del Valle del Cauca ,
puerto-bahia-malaga-colombia,Ejercito Nacional ,
esquel-meridian-gold-mine-argentina,Provincial Government of Chubut,
esquel-meridian-gold-mine-argentina,City of Esquel -Argentina,
ada-tepe-gold-mine-bulgaria,Ministry of Industry,
ada-tepe-gold-mine-bulgaria,Ministry of Environment and Waters,
ada-tepe-gold-mine-bulgaria,Energy and Tourism,
ada-tepe-gold-mine-bulgaria,Ministers Council,
puerto-de-tribuga-choco-colombia,Ministerio de Ambiente y Desarrollo Sostenible,
puerto-de-tribuga-choco-colombia,Ministerio de Interior,
puerto-de-tribuga-choco-colombia,Parques Nacionales Naturales de Colombia,
puerto-de-tribuga-choco-colombia,Presidencia de la Republica de Colombia,
puerto-de-tribuga-choco-colombia,Ministerio de Transporte,
puerto-de-tribuga-choco-colombia,Gobernacion de Choco,
puerto-de-tribuga-choco-colombia,Quindio,
puerto-de-tribuga-choco-colombia,Risaralda,
puerto-de-tribuga-choco-colombia,Caldas,
puerto-de-tribuga-choco-colombia,Antioquia,
deforestation-in-the-congo-river-basin-dr-of-congo,Government of the Democratic Republic of the Congo,
new-prosperity-goldmine-fish-lake-bc-canada,Federal ministers of environment,
