UID,updated_at,slug,name,locale,id,headline
palo-viejo,2022-05-02,palo-viejo,"Hidroeléctrica Palo Viejo, Guatemala",en,1974,Communities Mayan-Ixil are denied proper consultation in this ENEL-owned CDM registered project. They opposed construction and blocked the road.
roma-community-stop-the-demolition-of-their-houses-in-perpignan-france,2021-10-14,roma-community-stop-the-demolition-of-their-houses-in-perpignan-france,"Roma halted the demolition of their houses in Perpignan, France",en,5348,"In already marginalised neighbourhood with poor health conditions, Roma people stopped Urban Renewal Plan, which otherwise would have end in their displacement, loss of history and cultural heritage of Roma people in the city. "
proposed-high-grand-falls-multipurpose-dam-kenya,2022-05-02,proposed-high-grand-falls-multipurpose-dam-kenya,"Proposed High Grand Falls Multipurpose Dam, Kenya",en,38,
mersinli-wind-farm-turkey,2022-05-02,mersinli-wind-farm-turkey,"Mersinli Wind Farm, Turkey",en,2913,Residents of some villages in western Turkey resist the implementation of a 55 MW wind farm project. They objected to the EIA. The project is proceeding.
kushiro-coal-fired-power-plant,2021-10-14,kushiro-coal-fired-power-plant,"Kushiro coal-fired power plant and coal mining,  Hokkaido, Japan ",en,5355,"Residents oppose the operation of the new coal-fired power plant and revival of coal mining in Hokkaido, Japan "
hambantota-deep-seaport-and-the-projected-industrial-zone-sri-lanka,2022-05-02,hambantota-deep-seaport-and-the-projected-industrial-zone-sri-lanka,"Hambantota Port Development Project, Sri Lanka",en,3605,Police used water cannons in clashes between government supporters and villagers (and monks) who marched against the grabbing of private land for an industrial zone and port  supported by China.
kayerekera-uranium-extraction-malawi,2021-10-14,kayerekera-uranium-extraction-malawi,"Kayerekera Uranium Extraction, Malawi",en,1065,
pollution-from-niksic-steel-factory-montenegro,2021-10-14,pollution-from-niksic-steel-factory-montenegro,"Pollution from Nikšić Steel Factory , Montenegro",en,1531,"The fourth attempt of privatization of the Nikšić Steel Factory resulted in technological improvements and pollution reduction, which was welcomed by the citizens. However, the few remaining factory workers are dissatisfied with poor working conditions."
a-proposed-copper-mine-on-a-land-that-is-sacred-to-the-apache-indigenous-of-arizona-usa,2022-07-27,a-proposed-copper-mine-on-a-land-that-is-sacred-to-the-apache-indigenous-of-arizona-usa,"Proposed copper mine on a land sacred to the indigenous Apache of Arizona, USA",en,4742,Environmentalists and Native American Apache group strongly oppose a massive Rio Tinto and BHP copper mine project on a land of environmental and cultural importance.
nouveau-nonde-graphite-project-quebec-canada,2023-08-06,nouveau-nonde-graphite-project-quebec-canada,"Nouveau Monde’s Matawinie graphite mine in Quebec, Canada",en,5599,"In Matawinie in Quebec, a graphite mining project proposed by Nouveau Monde Graphite has sparked opposition from local citizen organizations and the Atikamekw First Nation for the socio-environmental impacts it could cause."
itoiz-dam-spain,2021-10-14,itoiz-dam-spain," Itoiz dam, Spain",en,253,
tiradero-tetlama,2021-10-14,tiradero-tetlama,"Tiradero Tetlama, Morelos, Mexico",en,2761,"A waste dump in Tetlama, Milpilla received about 9 million tons of waste for 30 years until the local inhabitants blockaded the incoming trucks in 2006. Resistance in Alpuyeca continues still in 2017. "
ganeshpur-coal-mine-jharkhand-india,2021-10-14,ganeshpur-coal-mine-jharkhand-india,"Ganeshpur Coal Mine, Jharkhand, India",en,1352,
8-april-2010-in-nyarong-kham-exploitation-of-mineral-resources,2021-10-31,8-april-2010-in-nyarong-kham-exploitation-of-mineral-resources,"Peaceful students march against copper mine in Dawu, TAP Golog, Qinghai, China",en,2337,"On July 2011, over 400 students marched on a 60 km to the site of a copper mine in Dawu, and staged a sit-in at the county government offices to protest against environmental problems. The authorities declared the demonstration like a political act."
chuy-y-atitalaquia-una-emergencia-socio-ambiental,2022-11-28,chuy-y-atitalaquia-una-emergencia-socio-ambiental,"Tratamiento de Residuos Sólidos Urbanos y emergencia ambiental en Atitalaquia, México",en,6167,"No Al Basurero combate la contaminación en Atitalaquia y exige justicia por el asesinato de su compañero “Chuy”, asesinado en junio 2022 durante una protesta pacifica."
lutlut-than-phyo-thu-power-station-myeik-myanmar,2021-10-14,lutlut-than-phyo-thu-power-station-myeik-myanmar,"Lut Lut / Than Phyo Thu coal power station, Myeik, Myanmar",en,3597,‘Save our villages’. Residents from Lut Lut and Tamothe villages mobilize against the plans for a 50 MW coal-fired power plant to protect their farming and fishing-based livelihoods. 
maheshwar-dam-narmada-valley-india,2022-04-25,maheshwar-dam-narmada-valley-india,"Maheshwar Dam - Narmada Valley, India",en,188,
rio-chirinos-awajuns-y-minera-aguila-dorada,2021-10-31,rio-chirinos-awajuns-y-minera-aguila-dorada,"Proyectos mineros Condor de Oro en territorio Awajuns, Rio Chirinos, Perú",en,2236,"""Ahora con la presencia de la empresa minera que ha venido a sacar oro ... se está envenenando el agua. Por eso la población no tiene donde ir a pescar. Estamos sufriendo porque no hay comida"" Apu Awajun."
chevron-and-shell-ravage-escravos-nigeria,2022-01-04,chevron-and-shell-ravage-escravos-nigeria,"Chevron and Shell Ravage Escravos, Nigeria",en,567,
shrimp-farms-v-fishermen-in-santa-rita-brazil,2021-10-14,shrimp-farms-v-fishermen-in-santa-rita-brazil,"Shrimp farms v. fishermen in Santa Rita, Brazil",en,231,
kajbar-dam-hydropower-scheme-sudan,2022-04-25,kajbar-dam-hydropower-scheme-sudan,"Kajbar Dam hydropower scheme, Sudan",en,159,
kyaukphyu-port,2021-10-14,kyaukphyu-port,"Kyaukphyu Port, Rakhine State, Myanmar",en,3700,"Myanmar is planning to build its largest port, linked to China, in the restive area of Rakhine state. Thousands will be displaced to make room for the port. "
teshima-island-waste-dispute,2021-10-14,teshima-island-waste-dispute,"Teshima island, waste dispute, Japan",en,2492,"Over 700,000 tons of industrial waste, including heavy metals, PCB, oil and shredded material were illegally dumped on this tiny island. ShozoAki, a young resident, led a grassroots campaign after 1990 against the industrial waste disposal business."
mspp-oil-palm-plantation-tanintharyi-region-myanmar,2023-07-30,mspp-oil-palm-plantation-tanintharyi-region-myanmar,"MSPP Oil Palm plantation in Tanintharyi region, Myanmar",en,3463,Communities renounce through peaceful protest the MSPP Oil Palm Plantation that has encroached their indigenous lands 
playa-potrero-costa-rica,2021-10-14,playa-potrero-costa-rica,"Playa Potrero, Costa Rica",en,1287,
camden-new-jersey-usa,2023-02-13,camden-new-jersey-usa,"Waterfront South as Environmental Sacrifice Zone in Camden, NJ, USA",en,6168,Dirty Jersey: The Camden Crisis. The Waterfront South Community experiences persistent toxic racism in the face of extreme industrial pollution including cement operations. 
uranium-mining-mailuu-suu-kyrgyzstan,2021-10-14,uranium-mining-mailuu-suu-kyrgyzstan,"Uranium mining and tailings, Mailuu-Suu aka “Mailbox 200”, Kyrgyzstan",en,5389,"Thousands of tonnes of radioactive waste accumulated in the town of Mailuu-Suu since the Soviet era,  upstream of the Syr Darya river basin. "
haida-gwaii-geo-engineering-planktos-bc-canada,2021-10-14,haida-gwaii-geo-engineering-planktos-bc-canada,"Haida Gwaii Geo-engineering Planktos, BC, Canada",en,389,
nagan-raya-coal-fired-power-plant-aceh-province-indonesia,2023-01-24,nagan-raya-coal-fired-power-plant-aceh-province-indonesia,"Nagan Raya Coal-fired Power Plant, Aceh Province, Indonesia",en,5298,"The Nagan Raya/Meulaboh coal-fired power plant is building two new units, but has seen much opposition from the local population due to issues of land compensation and its effect on air and water quality in the area."
reclamation-project-makassar-indonesia,2021-10-14,reclamation-project-makassar-indonesia,"Opposition to reclamation projects in the city of Makassar, Sulawesi, Indonesia",en,3222,"The reclamation activities in 2015-17 for the Centre Point of Indonesia project and the Makassar new port development,  encountered fierce resistance from fisher people because of destruction of ecosystems and livelihoods"
shell-spills-bodo-community-nigeria,2022-01-04,shell-spills-bodo-community-nigeria,"Shell Spills Bodo Community, Nigeria",en,538,
keystone-coal-by-mountain-top-removal-threat-to-kanawha-state-forest,2021-10-14,keystone-coal-by-mountain-top-removal-threat-to-kanawha-state-forest," Mountain Top Removal for Coal Production in Kanawha County, West Virginia, USA",en,2746,Residents roll back Keystone's Mountain Top Removal Plans in West Virginia in 2016. The fight against mountain top removal mining continues with great difficulty under the new Republican Administration. 
illegal-logging-in-sagaing-region,2021-10-14,illegal-logging-in-sagaing-region,"Illegal logging in Sagaing region - Killing of journalist Soe Moe Tun, Myanmar",en,3337,"Sagaing region has one of the highest deforestation rates in Myanmar. In December 2016, journalist Soe Moe Tun was found beaten to death while he was reporting on logging issues in Monywa, the area’s commercial hub "
elderly-antinuclear-activist-nun-breaks-into-a-government-complex-to-expose-nuclear-crimes-in-tennessee-usa,2021-10-14,elderly-antinuclear-activist-nun-breaks-into-a-government-complex-to-expose-nuclear-crimes-in-tennessee-usa,"Elderly activist nun's civic actions exposing nuclear threats at Oak Ridge, Tennessee, USA",en,4987,"Oak Ridge is a complex of government nuclear facilities. Sister Megan Rice and two other activists infiltrated one of the buildings to expose nuclear military threats, and went jail for it."
coal-mining-project-mina-guaiba-in-rio-grande-del-sul-brazil,2022-02-04,coal-mining-project-mina-guaiba-in-rio-grande-del-sul-brazil,"Coal mining project Mina Guaíba, Río Grande del Sul, Brazil ",en,4160,The Guaíba Mine is a project that aims to extract 166 million tons of coal threatening nearby environmental reserves including the Jacuí River Delta and livelihoods of local farmers. 
toxic-waste-dumping-in-abidjan-ivory-coast,2023-06-11,toxic-waste-dumping-in-abidjan-ivory-coast,"Trafigura's toxic waste scandal and the closure of Akouédo dump, Abidjan, Côte d'Ivoire",en,1111,"The 2019 closure of Abidjan's notorious Akouédo dump displaced numerous waste pickers. The site became internationally known in 2006 when the company Trafigura illegally dumped a shipload of toxic waste and harmed the health of over 100,000 people."
wilmar-in-jambi-province-indonesia,2021-10-14,wilmar-in-jambi-province-indonesia,"Wilmar in Jambi province, Indonesia",en,1159,
porto-di-civitavecchia,2022-05-22,porto-di-civitavecchia,Puerto de Civitavecchia,es,4647,El primer puerto de crucero en Europa es una de las principales causas de contaminación del área de Civitavecchia.
gambela-agri-export-land-dispossessions-ethiopia,2022-05-02,gambela-agri-export-land-dispossessions-ethiopia,"Gambela agri-export land dispossessions, Ethiopia",en,162,
nuclear-accident-severodvinsk-russia,2021-10-14,nuclear-accident-severodvinsk-russia,"Nuclear military testing accident, Severodvinsk, Arctic coast, Russia",en,5264,"High levels of radiation near two abandoned barges, which were brought ashore after an explosion of military testing, and which  and reported by local residents of a nearby village at Russia’s Arctic coast ."
compostela-in-mindanao-philippines,2021-12-10,compostela-in-mindanao-philippines,"Killing of anti-mining activists in Compostela, Mindanao, Philippines",en,2432,There is constant repression against farmers and indigenous populations complaining against large scale mining in Southern Midanao. Killings are on the rise. 
transnet-dig-out-port-proposal-in-durban-south-africa,2023-07-30,transnet-dig-out-port-proposal-in-durban-south-africa,"Transnet dig-out port proposal in Durban, South Africa",en,5127,Transnet proposed to build an expansion for Durban Harbour. Activists and community members fought against it for a decade owing to the potential for significant social and ecological consequences.
noordoostpolder-wind-farm-netherlands,2023-02-13,noordoostpolder-wind-farm-netherlands,"Noordoostpolder Wind Farm, Netherlands ",en,6230,"In 2002 the plan to build the park was signed and approved unanimously by the Noordoostpolder municipal council. The largest local opposition group, the so-called 'Urk Briest,' wanted more influence over the project and in 2008 the conflict has begun."
