name,slug,conflict_event
New legislation,nuclear-power-station-in-tihange-belgium,
Under negotiation,nuclear-power-station-in-tihange-belgium,
New Environmental Impact Assessment/Study,nuclear-power-station-in-tihange-belgium,
Moratoria,nuclear-power-station-in-tihange-belgium,
Project temporarily suspended,nuclear-power-station-in-tihange-belgium,
Corruption,dandora-landfill-in-nairobi-kenya,
Criminalization of activists,dandora-landfill-in-nairobi-kenya,
Negotiated alternative solution,dandora-landfill-in-nairobi-kenya,
"Environmental improvements, rehabilitation/restoration of area",las-invasiones-a-las-zonas-comunales-y-conservacion-ambiental-de-milpa-alta,
Technical solutions to improve resource supply/quality/distribution,las-invasiones-a-las-zonas-comunales-y-conservacion-ambiental-de-milpa-alta,
Under negotiation,las-invasiones-a-las-zonas-comunales-y-conservacion-ambiental-de-milpa-alta,
Application of existing regulations,las-invasiones-a-las-zonas-comunales-y-conservacion-ambiental-de-milpa-alta,
New Environmental Impact Assessment/Study,las-invasiones-a-las-zonas-comunales-y-conservacion-ambiental-de-milpa-alta,
Court decision (victory for environmental justice),svydovets-ski-resort,
Repression,svydovets-ski-resort,
New legislation,socially-equitable-urban-transportation-pune-india,
Technical solutions to improve resource supply/quality/distribution,socially-equitable-urban-transportation-pune-india,
Under negotiation,socially-equitable-urban-transportation-pune-india,
Court decision (undecided),devan,
Strengthening of participation,devan,
Under negotiation,devan,
Project temporarily suspended,devan,
Compensation,comunidad-de-huachon-against-statkraft,
Court decision (undecided),comunidad-de-huachon-against-statkraft,
Negotiated alternative solution,comunidad-de-huachon-against-statkraft,
Under negotiation,comunidad-de-huachon-against-statkraft,
Application of existing regulations,comunidad-de-huachon-against-statkraft,
Criminalization of activists,indramayu-coal-power-plant-west-java-indonesia,
Court decision (failure for environmental justice),indramayu-coal-power-plant-west-java-indonesia,
Under negotiation,indramayu-coal-power-plant-west-java-indonesia,
Violent targeting of activists,indramayu-coal-power-plant-west-java-indonesia,
Project cancelled,indramayu-coal-power-plant-west-java-indonesia,
Other,indramayu-coal-power-plant-west-java-indonesia,
Application of existing regulations,raid-de-himalaya-rally-india,
Compensation,kaiga-atomic-power-station-karnataka-india,
"Environmental improvements, rehabilitation/restoration of area",kaiga-atomic-power-station-karnataka-india,
Strengthening of participation,kaiga-atomic-power-station-karnataka-india,
Under negotiation,kaiga-atomic-power-station-karnataka-india,
Compensation,pollution-of-ergene-river-and-basin-turkey,
Corruption,pollution-of-ergene-river-and-basin-turkey,
Criminalization of activists,pollution-of-ergene-river-and-basin-turkey,
Institutional changes,pollution-of-ergene-river-and-basin-turkey,
Court decision (victory for environmental justice),pollution-of-ergene-river-and-basin-turkey,
Court decision (failure for environmental justice),pollution-of-ergene-river-and-basin-turkey,
New legislation,pollution-of-ergene-river-and-basin-turkey,
Strengthening of participation,pollution-of-ergene-river-and-basin-turkey,
Application of existing regulations,pollution-of-ergene-river-and-basin-turkey,
New Environmental Impact Assessment/Study,pollution-of-ergene-river-and-basin-turkey,
Court decision (undecided),innovative-waste-utilization-iwu,
Strengthening of participation,innovative-waste-utilization-iwu,
Project cancelled,innovative-waste-utilization-iwu,
Institutional changes,communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,
Court decision (victory for environmental justice),communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,
Migration/displacement,communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,
Negotiated alternative solution,communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,
New legislation,communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,
Strengthening of participation,communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,
Violent targeting of activists,communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,
Fostering a culture of peace,communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,
Compensation,damodaram-sanjeevaiah-thermal-power-station-ap-india,
Migration/displacement,damodaram-sanjeevaiah-thermal-power-station-ap-india,
Negotiated alternative solution,damodaram-sanjeevaiah-thermal-power-station-ap-india,
Strengthening of participation,damodaram-sanjeevaiah-thermal-power-station-ap-india,
Under negotiation,damodaram-sanjeevaiah-thermal-power-station-ap-india,
Migration/displacement,nathpa-jhakri-hydroelectric-project-hp-india,
Repression,nathpa-jhakri-hydroelectric-project-hp-india,
Criminalization of activists,carbon-offset-project-creates-pressure-on-indigenous-communities-in-parana-brazil,
"Environmental improvements, rehabilitation/restoration of area",carbon-offset-project-creates-pressure-on-indigenous-communities-in-parana-brazil,
Migration/displacement,carbon-offset-project-creates-pressure-on-indigenous-communities-in-parana-brazil,
Under negotiation,carbon-offset-project-creates-pressure-on-indigenous-communities-in-parana-brazil,
Application of existing regulations,carbon-offset-project-creates-pressure-on-indigenous-communities-in-parana-brazil,
Compensation,tata-steel-plant-kalinganagar-orissa-india,
Deaths,tata-steel-plant-kalinganagar-orissa-india,
"Environmental improvements, rehabilitation/restoration of area",tata-steel-plant-kalinganagar-orissa-india,
Institutional changes,tata-steel-plant-kalinganagar-orissa-india,
Land demarcation,tata-steel-plant-kalinganagar-orissa-india,
Negotiated alternative solution,tata-steel-plant-kalinganagar-orissa-india,
New legislation,tata-steel-plant-kalinganagar-orissa-india,
Other,tata-steel-plant-kalinganagar-orissa-india,
Criminalization of activists,uprooted-land-in-the-occupied-palestinian-territories,
"Environmental improvements, rehabilitation/restoration of area",uprooted-land-in-the-occupied-palestinian-territories,
Land demarcation,uprooted-land-in-the-occupied-palestinian-territories,
Migration/displacement,uprooted-land-in-the-occupied-palestinian-territories,
Repression,uprooted-land-in-the-occupied-palestinian-territories,
Strengthening of participation,uprooted-land-in-the-occupied-palestinian-territories,
Violent targeting of activists,uprooted-land-in-the-occupied-palestinian-territories,
New Environmental Impact Assessment/Study,uprooted-land-in-the-occupied-palestinian-territories,
Court decision (victory for environmental justice),south-african-small-scale-fisheries-movement,
Negotiated alternative solution,south-african-small-scale-fisheries-movement,
New legislation,south-african-small-scale-fisheries-movement,
Strengthening of participation,south-african-small-scale-fisheries-movement,
Under negotiation,south-african-small-scale-fisheries-movement,
Deaths,warraq-island-evictions-egypt,
Repression,warraq-island-evictions-egypt,
Violent targeting of activists,warraq-island-evictions-egypt,
Project temporarily suspended,warraq-island-evictions-egypt,
Compensation,us-steels-clairton-coke-works,
"Environmental improvements, rehabilitation/restoration of area",us-steels-clairton-coke-works,
Court decision (victory for environmental justice),us-steels-clairton-coke-works,
Negotiated alternative solution,us-steels-clairton-coke-works,
Technical solutions to improve resource supply/quality/distribution,us-steels-clairton-coke-works,
Under negotiation,us-steels-clairton-coke-works,
Application of existing regulations,us-steels-clairton-coke-works,
New Environmental Impact Assessment/Study,us-steels-clairton-coke-works,
Other,us-steels-clairton-coke-works,
Application of existing regulations,oposicion-a-la-extraccion-de-litio-y-uranio-en-los-proyectos-falchani-y-macusani-en-puno,
Corruption,hydroelectric-plants-on-puelo-river-by-endesa-and-mediterraneo-chile-argentina,
Strengthening of participation,hydroelectric-plants-on-puelo-river-by-endesa-and-mediterraneo-chile-argentina,
Other,hydroelectric-plants-on-puelo-river-by-endesa-and-mediterraneo-chile-argentina,
Migration/displacement,hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,
New legislation,hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,
Strengthening of participation,hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,
Application of existing regulations,hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,
Project cancelled,hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,
Withdrawal of company/investment,hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,
Project temporarily suspended,hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,
Other,hydro-power-plant-buk-bjelas-impact-on-the-tara-river-canyon-montenegro,
New Environmental Impact Assessment/Study,roma-krompachy-kosice,
Migration/displacement,lead-poisoning-by-yiyang-xingwang-industries-shangrao-jiangxi-china,
Repression,lead-poisoning-by-yiyang-xingwang-industries-shangrao-jiangxi-china,
Violent targeting of activists,lead-poisoning-by-yiyang-xingwang-industries-shangrao-jiangxi-china,
Court decision (undecided),potasas-del-llobregat-catalonia,
Technical solutions to improve resource supply/quality/distribution,potasas-del-llobregat-catalonia,
Strengthening of participation,planta-tratadora-de-aguas-residuales-ptar-atotonilco-de-tula-hidalgo-mexico,
Compensation,coca-cola-botteling-plant-in-dehradun-india,
"Environmental improvements, rehabilitation/restoration of area",coca-cola-botteling-plant-in-dehradun-india,
Negotiated alternative solution,coca-cola-botteling-plant-in-dehradun-india,
Strengthening of participation,coca-cola-botteling-plant-in-dehradun-india,
New Environmental Impact Assessment/Study,coca-cola-botteling-plant-in-dehradun-india,
Strengthening of participation,pancheswar-dam-uttarakhand-india,
Under negotiation,pancheswar-dam-uttarakhand-india,
New Environmental Impact Assessment/Study,minera-origen-group,
Other,minera-origen-group,
Strengthening of participation,wastepickers-in-tunis-struggle-forth-in-post-revolution-tunisia,
Project cancelled,wastepickers-in-tunis-struggle-forth-in-post-revolution-tunisia,
Compensation,1-soy-monocultures-and-land-conflicts-in-guarima,
Deaths,1-soy-monocultures-and-land-conflicts-in-guarima,
Land demarcation,1-soy-monocultures-and-land-conflicts-in-guarima,
Migration/displacement,1-soy-monocultures-and-land-conflicts-in-guarima,
Negotiated alternative solution,1-soy-monocultures-and-land-conflicts-in-guarima,
Strengthening of participation,1-soy-monocultures-and-land-conflicts-in-guarima,
Court decision (victory for environmental justice),operation-nemesis-on-illegal-slaughters-southern-indian-ocean-antarctica,
Violent targeting of activists,operation-nemesis-on-illegal-slaughters-southern-indian-ocean-antarctica,
Project cancelled,operation-nemesis-on-illegal-slaughters-southern-indian-ocean-antarctica,
Institutional changes,fracking-araba-enara-spain,
Court decision (victory for environmental justice),fracking-araba-enara-spain,
New legislation,fracking-araba-enara-spain,
Strengthening of participation,fracking-araba-enara-spain,
Technical solutions to improve resource supply/quality/distribution,fracking-araba-enara-spain,
Corruption,virunga-national-park-drilling-project,
Criminalization of activists,virunga-national-park-drilling-project,
Deaths,virunga-national-park-drilling-project,
Repression,virunga-national-park-drilling-project,
Violent targeting of activists,virunga-national-park-drilling-project,
Project cancelled,virunga-national-park-drilling-project,
Court decision (victory for environmental justice),mencherep-residents-succesfully-resisting-a-new-open-coal-pit-threatening-their-village,
Application of existing regulations,mencherep-residents-succesfully-resisting-a-new-open-coal-pit-threatening-their-village,
Project cancelled,mencherep-residents-succesfully-resisting-a-new-open-coal-pit-threatening-their-village,
Land demarcation,kodungiayur-garbage-dump-site-chennai-india,
Court decision (victory for environmental justice),kodungiayur-garbage-dump-site-chennai-india,
Negotiated alternative solution,kodungiayur-garbage-dump-site-chennai-india,
Strengthening of participation,kodungiayur-garbage-dump-site-chennai-india,
Technical solutions to improve resource supply/quality/distribution,kodungiayur-garbage-dump-site-chennai-india,
Under negotiation,kodungiayur-garbage-dump-site-chennai-india,
New Environmental Impact Assessment/Study,kodungiayur-garbage-dump-site-chennai-india,
Moratoria,kodungiayur-garbage-dump-site-chennai-india,
Criminalization of activists,fenix-el-estor-guatemala,
Deaths,fenix-el-estor-guatemala,
Land demarcation,fenix-el-estor-guatemala,
Court decision (victory for environmental justice),fenix-el-estor-guatemala,
Court decision (undecided),fenix-el-estor-guatemala,
Migration/displacement,fenix-el-estor-guatemala,
Negotiated alternative solution,fenix-el-estor-guatemala,
Repression,fenix-el-estor-guatemala,
Strengthening of participation,fenix-el-estor-guatemala,
Violent targeting of activists,fenix-el-estor-guatemala,
New Environmental Impact Assessment/Study,fenix-el-estor-guatemala,
Project temporarily suspended,fenix-el-estor-guatemala,
Other,fenix-el-estor-guatemala,
Court decision (victory for environmental justice),guatemala-mass-mobilisations-win-in-defeating-the-monsanto-law-pushed-by-us,
New legislation,guatemala-mass-mobilisations-win-in-defeating-the-monsanto-law-pushed-by-us,
Project cancelled,guatemala-mass-mobilisations-win-in-defeating-the-monsanto-law-pushed-by-us,
Court decision (failure for environmental justice),zushi-green-movement-against-us-military-housing-at-ikego-heights,
Corruption,comunidades-indigenas-pemon-del-rio-carrao-afectados-por-la-mineria-ilegal-en-el-parque-nacional-canaima,
