UID,name,slug,relations
portoalegres-driver-runs-over-cyclists-protesting-in-the-critical-mass,"‘Pak ze aan, de Turnhoutsebaan’ - cyclists' safety in a less car-centric Antwerp, Belgium",pak-ze-aan-de-turnhoutsebaan-the-demand-for-a-less-car-centric-mobility-policy-in-antwerp,
xayaburi-dam-laos,"The collapse of Xe-Pian Xe-Namnoy hydropower project, Lao PDR",xe-pian-xe-namnoy-hydroelectric-power-project-laos,
land-grabbing-and-forced-evictions-by-koh-kongs-sugar-industry-cambodia,"Forced evictions and land grabbing for sugarcane plantations, Oddar Meanchey, Cambodia",forced-evictions-and-land-grabbing-for-sugarcane-plantations-oddar-meanchey-cambodia,
aerial-fumigations-and-plan-colombia-ecuador,"Oil and coal Extraction in the Indigenous Motilon Bari Territory, Colombia",oil-extraction-in-the-indigenous-motilon-bari-territory-colombia,
aerial-fumigations-and-plan-colombia-ecuador,"Aerial Fumigation with glyphosate in the Putumayo, Colombia",aerial-fumigation-with-glyphosate-in-the-putumayo-colombia,
deep-sea-mining-svalbard-archipelago-arctic-norway,Opposition in Vancouver (Canada) to Deep-Sea Mining in Nauru,deep-sea-mining-rejection-in-vancouver,
machhakund-hydro-electric-project-orissa-india,"Jalaput Dam, Orissa, India",jalaput-dam,
walmart-cuetzalan,"Arco Poniente, Puebla, Mexico",arco-poniente,
cape-boujdour-offshore-block-western-sahara,Total S.A.´s Anzarane Offshore Western Sahara Oil Exploitation,total-sas-anzarane-offshore-western-sahara-oil-exploitation,
trasvase-rio-guarino-caldas,"Pequeña Central Hidroeléctrica El Edén, Colombia",pequena-central-hidroelectrica-el-eden,
karachi-port-trust-kpt-keamari-coal-terminal,Bundal - Buddo Islands Megacity Conflict,arslan,
lake-turkana-wind-power-project-kenya,"Fosen Vind project for Storheia and Roan windfarms declared invalid by Supreme Court, Norway",fosen-vind-project-norway,
jaldapara-national-park-west-bengal-india,"Buxa Tiger Reserve, West Bengal, India ",buxa-tiger-reserve-west-bengal-india,
esquel-meridian-gold-mine-argentina,"Proyecto Calcatreu, Rio Negro, Argentina",calcatreu-rio-negro-argentina,
esquel-meridian-gold-mine-argentina,"Navidad mining project of Pan American Silver, Chubut, Argentina",navidad-mining-project-of-pan-american-silver-chubut-argentina,
esquel-meridian-gold-mine-argentina,"Papagayos threatens la Laguna del Diamante, Mendoza, Argentina",papagayos-mendoza-argentina,
deforestation-in-the-congo-river-basin-dr-of-congo,"Oil concessions threaten world's second lung in the Cuvette Centrale, Congo Basin",totalenergies-oil-exploration-in-republic-of-congo,
km-mil-landless-peasant-movement-against-land-grabbers,"Ferrogrão Railway Ferrovia EF-170, Mato Grosso - Pará, Brazil",planned-construction-of-ferrograo-railroad-to-boost-soy-exports-mato-grosso-para-brazil,
km-mil-landless-peasant-movement-against-land-grabbers,"Peasants of Gleba Tauá resist land grabbing and soy expansion, Tocantins, Brazil",peasant-communities-against-soy-expansion-in-northeastern-tocantins-brazil,
mining-of-rare-earths-and-niobium-in-mrima-hill-kwale-kenya,"Niobium mining project extraction in Raposa Serra do Sol, Roraima, Brazil",niobium-mining-project-extraction-in-raposa-serra-do-sol-brazil,
zama-zama-gold-mining-in-durban-deep-south-africa,"Ezulwini gold and uranium mining, Gauteng, South Africa",pollution-of-watercourses-due-to-gold-mining-in-gauteng-province,
world-heritage-at-risk-in-the-palestinian-village-of-battir,"Israel uproots and confiscates Palestinian agricultural land, Occupied West Bank and Gaza",uprooted-land-in-the-occupied-palestinian-territories,
desalojo-de-comunidad-ancentral-el-verdun-por-empresa-camaronera-ecuador,"Manglares de Tumbes y langostineras, Peru",manglares-de-tumbes-y-langostineras,
controversy-over-planned-paraxylene-px-plant-expansion-in-ningbo-zhejiang-china,"Controversy over planned paraxylene (PX) plant construction in Jiujiang, Jiangxi, China",controversy-over-planned-paraxylene-px-plant-expansion-in-jiujiang-jiangxi-china,
montara-oil-sp,"Santos' Barossa offshore gas “scraping the bottom of the barrel” in Timor Sea, NT, Australia",santos-barossa-offshore-gas-scraping-the-bottom-of-the-barrel-in-timor-sea-nt-australia,
montara-oil-sp,"Piper Alpha oil and gas platform disaster in central North Sea, Scotland",piper-alpha-disaster-in-central-north-sea-scotland,
tehri-dam-and-hydropower-plant,"Pancheshwar Dam and impacts in Uttarakhand, Nepal and India",pancheswar-dam-uttarakhand-india,
communal-members-of-ixtepec-contending-to-develop-a-wind-farm-cooperative,"Corredor Eólico en el Istmo de Tehuantepec, Oaxaca, México",corredor-eolico-en-el-istmo-de-tehuantepec-oaxaca,
communal-members-of-ixtepec-contending-to-develop-a-wind-farm-cooperative,"Corredor Interoceánico del Istmo de Tehuantepec, México",corredor-interoceanico-del-istmo-de-tehuantepec-mexico,
indigenas-en-contra-de-exploracion-petrolera-de-lote-64-peru,"Derrames del oleoducto de Petroperú en la Amazonia, Perú",derrames-del-oleoducto-de-petroperu-en-la-amazonia-peru,
afectacion-de-comunidades-indigenas-yanomami-de-la-cuenca-del-rio-ocamo-por-mineria-ilegal,"Indígenas yabarana, hoti y e’ñepa afectados por minería ilegal en Manapiare, Venezuela",indigenas-yabarana-hoti-y-enepa-afectados-por-mineria-ilegal-en-el-municipio-manapiare,
afectacion-de-comunidades-indigenas-yanomami-de-la-cuenca-del-rio-ocamo-por-mineria-ilegal,"Pueblos indígenas arawaks del sur afectados por minería ilegal en la cuenca del río Atabapo, Venezuela",pueblos-indigenas-arawaks-del-sur-afectados-por-mineria-ilegal-en-la-cuenca-del-rio-atabapo,
gas-wellhead-explosion-in-koluama-nigeria,"Chevron North Apoi explosion impacts at Ikebiri Community, Nigeria",ikebiri-community-cries-out-over-impacts-of-chevron-north-apoi-explosion,
vienna-third-runway-airport-expansion,"Lobau highway construction, Vienna, Austria",lobau-highway-construction-vienna-austria,
pollution-from-hog-farming-cafos-usa,"CAFO pollution in Lenawee County, Michigan, USA",cafo-pollution-in-lenawee-county-michigan-usa,
kudankulam-nuclear-power-plant-india,Nuclear energy programme in Sri Lanka,nuclear-debate-in-sri-lanka,
kudankulam-nuclear-power-plant-india,"Kalpakkam's fast breeder reactor, India",kalpakkams-fast-breeder-reactor-india,
abadoned-shell-pipeline-spills-crude-in-k-dere-community-nigeria,"Shell oil exploration and extraction, Nigeria",shell-nigeria,
abadoned-shell-pipeline-spills-crude-in-k-dere-community-nigeria,"Shell Must Fall campaign, The Netherlands",shell-must-fall-campaign,
abadoned-shell-pipeline-spills-crude-in-k-dere-community-nigeria,"Shell oil spill in 2023 in Ogoniland , Eleme LGA, Nigeria",shell-oil-spill-in-eleme-nigeria,
kamuthi-solar-power-project-648-mw-tamil-nadu-india,"Adani's solar power plant taking land away from farmers, Rajasthan, India",adanis-solar-power-plant-taking-land-away-from-farmers-rajasthan-india,
comunidad-el-marquez-queretaro,"Privación del derecho al agua en San Isidro el Marqués, Mexico",mas-de-3-anos-de-negarnos-el-derecho-al-agua,
spektra-energy-pipeline-expansion,"Sunoco’s Mariner East 2 pipeline in Pennsylvania, United States",sunocos-mariner-east-2-pipeline-in-pennsylvania,
spektra-energy-pipeline-expansion,"Enbridge natural gas compressor in North Weymouth, MA, USA ",north-weymouth-natural-gas-compressor,
hpp-lukovo-pole-put-mavrovo-national-park-at-risk-macedonia,"Ohrid-Prespa Biosphere Reserve threatened by tourism plans, Macedonia",ohrid-prespa-urbanization-drive,
hpp-lukovo-pole-put-mavrovo-national-park-at-risk-macedonia,"HPP at Ribnicka River, Mavrovo National Park, R. Macedonia ",constortium-djs-aktuel-gjoko-dooel-jes-global-dooel-r-macedonia,
hpp-lukovo-pole-put-mavrovo-national-park-at-risk-macedonia,"HPP at Jadovska River,  Mavrovo National Park, R. Macedonia  ",hpp-at-jadovska-river,
hpp-lukovo-pole-put-mavrovo-national-park-at-risk-macedonia,"HPPs at Zirovnicka River,  Mavrovo National Park, R. Macedonia ",hpps-at-zirovnicka-river-mavrovo-national-park-r-macedonia,
ipilan-nickel-mine-in-palawan-philippines,"Rio Tuba and Coral Bay nickel mining and processing in Palawan, Philippines",rio-tuba-mining-corporation,
fishmeal-pollution-in-chimbote-peru,"Fishmeal factory emissions in Hout Bay, Western Cape, South Africa",fishmeal-factory-emissions-in-hout-bay-south-africa,
indigenous-community-displaced-for-a-solar-plant-assam,"Adani's solar power plant taking land away from farmers, Rajasthan, India",adanis-solar-power-plant-taking-land-away-from-farmers-rajasthan-india,
nuclear-waste-contamination-from-mayak-plutonium-plant-russia,"Opposition to radioactive contamination, Ozersk (City-40), Russia",radioactive-contamination-ozersk-codenamed-city-40-russia,
nuclear-waste-contamination-from-mayak-plutonium-plant-russia," Explosion at nuclear facility, Seversk (Tomsk-7), Russia",siberian-chemical-combine,
harris-superquarry-scotland-uk,"Granite quarrying in Cap Breton, Nova Scotia, Canada",granitequarrying-capbreton-novascotia-canada,
callao-peru-lead-pollution,"La Oroya, Perú",la-oroya-peru,
incinerator-in-zubieta-gipuzkoa-spain,"Waste incineration facility in Cercs, Barcelona, Spain",waste-incineration-facility-in-cercs-barcelona-spain,
las-coloradas,"Proyecto Caycayén  (Grupo Mexico) paralizado, Chos Malal, Neuquén, Argentina",proyecto-caycayen-neuquen-argentina,
harvard-timber-plantations-argentina,"Deforestation and agrotoxics linked to Harvard University's land speculation, Piauí, Brazil",land-grabbing-by-foreign-pension-funds-and-harvard-university-piaui-maranhao-brazil,
harvard-timber-plantations-argentina,"Harvard investment in grabbed land and the displacement of peasants in western Bahia, Brazil",harvards-land-speculation-and-displacement-of-landless-peasants-in-west-bahia-brazil,
alberta-tar-sands-canada,"Makwa Initiative against Enbridge's Line 3 Replacement Project, USA",makwa-initiative-frontline-resistance-against-enbridges-line-3-replacement-project,
alberta-tar-sands-canada,"Mackenzie Valley Pipeline, Canada",mackenzie-valley-pipeline,
alberta-tar-sands-canada,"Beaver Lake Cree Nation vs. Canada and Alberta, Canada",beaver-lake-cree-nation-vs-canada-and-alberta,
alberta-tar-sands-canada,"Shell's Quest Hydrogen-CCS in Fort Saskatchewan, Alberta, Canada",shells-quest-hydrogen-ccs-in-fort-saskatchewan-alberta-canada,
inn-din-coal-power-plant-cancelled-mon-state-myanmar,"Hpa-An coal plant, Karen state, Myanmar",hpa-an-coal-plant-myanmar,
kisladag-gold-mine-turkey,"Efemçukuru Gold Mine, Turkey",efemcukuru-gold-mine,
pt-cemerlang-abadi-conflict-sumatra,"Illegal oil palm platations and the lost forest of the Leuser ecosystems in North Sumatra and South Aceh, Indonesia",illigal-oil-palm-platations-and-the-lost-forest-of-leuser-ecosystems-in-north-sumatra-and-south-aceh-indonesia,
pt-cemerlang-abadi-conflict-sumatra,"Illegal plantations & logging in the Leuser Ecosystem in North Sumatra and Aceh, Indonesia",ec-leuser,
uranium-mining-in-meghalaya-india,"Ban of rat hole mining across Meghalaya, India",ban-of-rat-hole-mining-in-jaintia-hills-meghalaya,
barapukuria-underground-coal-mine-and-open-pit-coal-mining-project,"Phulbari coal mine project, Bangladesh",protest-against-open-pit-coal-mine-project-in-phulbari-region,
conflict-over-the-use-of-fire-at-the-canaima-national-park,"Proyecto de Tendido Eléctrico en el Parque Nacional Canaima, Venezuela",proyecto-de-tendido-electrico-en-el-parque-nacional-canaima-venezuela,
conflict-over-the-use-of-fire-at-the-canaima-national-park,"Turismo en territorio Pemon en el Parque Nacional Canaima, Venezuela ",turismo-en-el-parque-nacional-canaima-venezuela-un-conflicto-sobre-autoridad-propiedad-y-control,
garona-nuclear-power-station-spain,"Nuclear power plant in Tudela, Spain",the-death-of-gladys-del-estal-tudela-spain,
shell-neglects-court-orders-in-umuorie-isimiri-community-nigeria,"Shell oil exploration and extraction, Nigeria",shell-nigeria,
proyecto-de-tendido-electrico-en-el-parque-nacional-canaima-venezuela,"Turismo en territorio Pemon en el Parque Nacional Canaima, Venezuela ",turismo-en-el-parque-nacional-canaima-venezuela-un-conflicto-sobre-autoridad-propiedad-y-control,
gyama-mine-landslide-in-tibet,"  Phondo mine in Lhundrub County and local protests, Tibet, China",anti-mining-protest-in-lhundrub-county-occupitied-tibet,
gyama-mine-landslide-in-tibet,"Copper mining in Tamo, monks and citizens protest, Tibet, China",linka-monastery-in-tamo-tibet,
mining-and-transportation-of-uranium-ore-at-port-radium-northwestern-territories-and-its-impacts-on-the-local-deline-first-nation-community-who-worked-there,"A blockade on uranium exploration, Athabasca Basin, Saskatchewan, Canada",birch-narrows-dene-nation-erects-blockade-after-uranium-exploration-company-enters-territory-without-consent,
kivalina-climate-change-court-case-alaska-usa,"Climate change displacement of Shishmaref native Alaskans, USA",climate-change-displacement-of-native-alaskans-usa,
erika-shipwreck-and-oil-spill-britanny-france,"Oil leak is threatening nature and local people's health, Mauritius",oil-leak-in-mauritus-islands-is-threatenind-nature-and-local-peoples-health,
erika-shipwreck-and-oil-spill-britanny-france,"Amoco Cadiz oil spill in 1978 in Britanny, France. ",amoco-cadiz-oil-spill-in-1978-britanny-france,
erika-shipwreck-and-oil-spill-britanny-france,"The Sea Empress oil spill, Pembrokeshire, Wales, UK",sea-empress-oil-spill-uk,
erika-shipwreck-and-oil-spill-britanny-france,"The agony of the Atlantic Empress, a large sinking oil tanker in flames. Trinidad Tobago. ",atlantic-empress-oil-tanker-accident-1979,
paiton-baru-coal-fired-power-plant-indonesia,"Tanjung Awar-Awar power plant, East Java, Indonesia",tanjung-awar-awar-coal-fired-power-plant-indonesia,
la-criticona-masas-criticas-espanolas-destruyendo-la-percepcion-de-una-civilizacion-centrada-en-los-coches,"‘Pak ze aan, de Turnhoutsebaan’ - cyclists' safety in a less car-centric Antwerp, Belgium",pak-ze-aan-de-turnhoutsebaan-the-demand-for-a-less-car-centric-mobility-policy-in-antwerp,
save-yamuna-protest-march-delhi-india,"Waste-to-Energy and Ghazipur landfill closure threaten livelihoods of informal recyclers, Delhi, India",waste-to-energy-and-ghazipur-landfill-closure-threaten-livelihoods-of-informal-recyclers-delhi-india,
alta-river-hydro-power-plant-norway,"Reppardfjord/Nussir copper mining case, Norway ",reppardfjord-nussir-case,
occupation-of-the-hambacher-forst-against-brown-coal-mining-germany,"Dannenrod forest occupation against highway construction, Germany",dannenrod-forest-occupation-against-highway-construction,
occupation-of-the-hambacher-forst-against-brown-coal-mining-germany,"Coal Power Plant Karlsruhe, Germany",coal-power-plant-karlsruhe-germany,
khudoni-dam-georgia,"Nenskra hydropower project, Georgia",nenskra-hydropower-project-georgia,
khudoni-dam-georgia,"Namakhvani HPP dam in Imereti region, Georgia",namakhvani-hpp-dam-in-kutaisi-georgia,
illegal-sand-mining-in-tamil-nadu,"Beach sand mining for ilmenite, garnet and other minerals in Tamil Nadu, India",beach-minerals-sand-mining-in-tamil-nadu-india,
expanded-nuclear-energy-south-africa,"Fight Against Russian Nuclear Deal, South Africa",fight-against-russian-nuclear-deal-in-south-africa,
windscale-sellafield-uk,"Center of the reprocessing of nuclear waste, La Hague, France",la-hague-center-of-the-reprocessing-of-nuclear-waste-france,
shell-rumuekpe-clan-soaked-in-crude-oil-nigeria,"Shell oil exploration and extraction, Nigeria",shell-nigeria,
shell-rumuekpe-clan-soaked-in-crude-oil-nigeria,"Shell Must Fall campaign, The Netherlands",shell-must-fall-campaign,
rights-of-nature-new-zealand,"Road widening at Vilcabamba River and recognition of rights of nature, Ecuador",first-successful-case-of-rights-of-nature-ruling-vilcabamba-river-ecuador,
nam-theun-2-hydropower-dam-on-indigenous-land,"The collapse of Xe-Pian Xe-Namnoy hydropower project, Lao PDR",xe-pian-xe-namnoy-hydroelectric-power-project-laos,
nam-theun-2-hydropower-dam-on-indigenous-land,"Nam Ngiep I Hydropower Dam, Lao PDR",nam-ngiep-i-hydropower-dam,
quebradeiras-de-coco-babacu-against-agribusiness-and-the-enclosure-of-their-lands-maranhao-brazil,"Gamella struggle against land grabbing, Maranhão, Brazil",gamella-indigenous-groups-against-ranchers-maranhao-brazil,
quebradeiras-de-coco-babacu-against-agribusiness-and-the-enclosure-of-their-lands-maranhao-brazil,"Traditional and indigenous groups against agribusiness expansion in the Matopiba region, Brazil",communities-against-soy-expansion-and-matopiba-agricultural-development-plan-brazil,
la-hague-center-of-the-reprocessing-of-nuclear-waste-france,"The Orano Malvési nuclear plant near Narbonne, France",the-orano-malvesi-plant,
coal-pollution-from-eskom-in-emalahleni-mpumalanga-south-africa,"Thabametsi coal-fired power plant stopped, Limpopo province, South Africa",thabametsi-coal-fired-power-plant,
cafo-pollution-in-lenawee-county-michigan-usa,"Macrogranja (CAFO) para la producción lechera en Noviercas, Soria, Spain",granja-de-vacas-de-noviercas-soria-spain,
los-pelambres-comunidad-los-caimanes-chile,"El Pachón copper mine, San Juan, Argentina ",pachon-argentina-chile,
nijgadh-airport-and-aerotropolis,"Kathmandu-Terai/Madhesh Fast Track Road Project, Nepal",kathmandu-terai-madhesh-fast-track-road-project-nepal,
