UID,slug,name,id,description,category.slug,category.name,category.color,category.id,category.description,type2
tozzi-green-ihorombe-agrofuels-madagascar,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
tozzi-green-ihorombe-agrofuels-madagascar,agro-fuels-and-biomass-energy-plants,Agro-fuels and biomass energy plants,18.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
tozzi-green-ihorombe-agrofuels-madagascar,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
comunidades-kuna-yala-frente-al-cambio-climatico,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
comunidades-kuna-yala-frente-al-cambio-climatico,climate-change-related-conflicts-glaciers-and-small-islands,Climate change related conflicts (glaciers and small islands),27.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
the-city-of-pancevo-serbias-black-spot,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
the-city-of-pancevo-serbias-black-spot,oil-and-gas-refining,Oil and gas refining,25.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
san-cristobal-potosi-bolivia-reubicacion,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
san-cristobal-potosi-bolivia-reubicacion,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
san-cristobal-potosi-bolivia-reubicacion,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
pollution-from-the-smelter-topilinica-veles-macedonia,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
pollution-from-the-smelter-topilinica-veles-macedonia,metal-refineries,Metal refineries,48.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
shell-spill-in-otuasega-community-nigeria,pollution-related-to-transport-spills-dust-emissions,"Pollution related to transport (spills, dust, emissions)",40.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
shell-spill-in-otuasega-community-nigeria,oil-and-gas-exploration-and-extraction,Oil and gas exploration and extraction,22.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
drying-up-of-tuz-lake-closed-water-basin-turkey,dams-and-water-distribution-conflicts,Dams and water distribution conflicts,36.0,,water-management,Water Management,#00bdff,6.0,,
drying-up-of-tuz-lake-closed-water-basin-turkey,desalination,Desalination,34.0,,water-management,Water Management,#00bdff,6.0,,
vernamfield-aerotropolis,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
vernamfield-aerotropolis,ports-and-airport-projects,Ports and airport projects,39.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
hydro-alunorte-alumina-refinery-in-barcarena-para-brazil,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
hydro-alunorte-alumina-refinery-in-barcarena-para-brazil,landfills-toxic-waste-treatment-uncontrolled-dump-sites,"Landfills, toxic waste treatment, uncontrolled dump sites",11.0,,waste-management,Waste Management,#77721c,3.0,,
hydro-alunorte-alumina-refinery-in-barcarena-para-brazil,mineral-processing,Mineral processing,5.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
hydro-alunorte-alumina-refinery-in-barcarena-para-brazil,metal-refineries,Metal refineries,48.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
sierra-leone-agriculture-siva-group-biopalm-project-in-port-loko-sierra-leone,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
sierra-leone-agriculture-siva-group-biopalm-project-in-port-loko-sierra-leone,agro-fuels-and-biomass-energy-plants,Agro-fuels and biomass energy plants,18.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
sierra-leone-agriculture-siva-group-biopalm-project-in-port-loko-sierra-leone,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
sierra-leone-agriculture-siva-group-biopalm-project-in-port-loko-sierra-leone,agro-toxics,Agro-toxics,16.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
pesticides-contamination-by-cotton-production-in-tericatinga-territory-mato-grosso,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
pesticides-contamination-by-cotton-production-in-tericatinga-territory-mato-grosso,agro-toxics,Agro-toxics,16.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
nuclear-energy-lithuania,nuclear-power-plants,Nuclear power plants,2.0,,nuclear,Nuclear,#ff0,1.0,,
fruta-del-norte-ecuador,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
fruta-del-norte-ecuador,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
illegal-mining-in-la-pampa-tambopata-peru,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
illegal-mining-in-la-pampa-tambopata-peru,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
illegal-mining-in-la-pampa-tambopata-peru,tailings-from-mines,Tailings from mines,6.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
as-the-plans-for-incinerators-in-beirut-lebanon-expand-wastepickers-recycle-to-survive,incinerators,Incinerators,10.0,,waste-management,Waste Management,#77721c,3.0,,
as-the-plans-for-incinerators-in-beirut-lebanon-expand-wastepickers-recycle-to-survive,waste-privatisation-conflicts-waste-picker-access-to-waste,Waste privatisation conflicts / waste-picker access to waste,9.0,,waste-management,Waste Management,#77721c,3.0,,
conflicto-en-la-industria-petrolera-y-la-pesca-en-la-sonda-de-campeche,oil-and-gas-exploration-and-extraction,Oil and gas exploration and extraction,22.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
conflicto-en-la-industria-petrolera-y-la-pesca-en-la-sonda-de-campeche,aquaculture-and-fisheries,Aquaculture and fisheries,20.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
conflicto-en-la-industria-petrolera-y-la-pesca-en-la-sonda-de-campeche,wetlands-and-coastal-zone-management,Wetlands and coastal zone management,44.0,,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9.0,,
ivanpah-solar-electric-generating-system-377-mw-csp-california-usa,mega-project-solar-plants,Mega-project solar plants,30.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
community-decries-shoddy-cleanup-of-oil-pollution-by-ppmc-contractors-nigeria,oil-and-gas-exploration-and-extraction,Oil and gas exploration and extraction,22.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
community-decries-shoddy-cleanup-of-oil-pollution-by-ppmc-contractors-nigeria,pollution-related-to-transport-spills-dust-emissions,"Pollution related to transport (spills, dust, emissions)",40.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
community-decries-shoddy-cleanup-of-oil-pollution-by-ppmc-contractors-nigeria,oil-and-gas-refining,Oil and gas refining,25.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
geotermia-scansano,geothermal-energy-installations,Geothermal energy installations,31.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
castor-project-gas-off-shore-storage-in-vinaros-spain,other,Other,53.0,,other,Other,#111,11.0,,
shahuindo-project-in-cajabamba-cajamarca-peru,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
nigeria-morocco-offshore-gas-pipeline,climate-change-related-conflicts-glaciers-and-small-islands,Climate change related conflicts (glaciers and small islands),27.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
nigeria-morocco-offshore-gas-pipeline,pollution-related-to-transport-spills-dust-emissions,"Pollution related to transport (spills, dust, emissions)",40.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
nigeria-morocco-offshore-gas-pipeline,intensive-food-production-monoculture-and-livestock,Intensive food production (monoculture and livestock),21.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
nigeria-morocco-offshore-gas-pipeline,other,Other,53.0,,other,Other,#111,11.0,,
sable-chemicals-zimbabwe,redd-cdm,REDD/CDM,28.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
sable-chemicals-zimbabwe,climate-change-related-conflicts-glaciers-and-small-islands,Climate change related conflicts (glaciers and small islands),27.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
sable-chemicals-zimbabwe,chemical-industries,Chemical industries,49.0,,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10.0,,
sable-chemicals-zimbabwe,agro-toxics,Agro-toxics,16.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
villagers-resist-displacement-for-purandar-airport-pune-india,ports-and-airport-projects,Ports and airport projects,39.0,,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7.0,,
villagers-resist-displacement-for-purandar-airport-pune-india,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
wilmar-and-land-grab-in-cross-river-state,land-acquisition-conflicts,Land acquisition conflicts,12.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
wilmar-and-land-grab-in-cross-river-state,plantation-conflicts-incl-pulp,Plantation conflicts (incl. Pulp,13.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
wilmar-and-land-grab-in-cross-river-state,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
ojnare-forest-lime-stone-mine-gotland-sweden,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
ojnare-forest-lime-stone-mine-gotland-sweden,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
mirador-cordillera-del-condor-ecuador,deforestation,Deforestation,15.0,,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4.0,,
mirador-cordillera-del-condor-ecuador,mineral-ore-exploration,Mineral ore exploration and/or extraction,4.0,,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2.0,,
mirador-cordillera-del-condor-ecuador,water-access-rights-and-entitlements,Water access rights and entitlements,33.0,,water-management,Water Management,#00bdff,6.0,,
exploracion-hidrocarburos-en-san-andres-islas-colombia,oil-and-gas-exploration-and-extraction,Oil and gas exploration and extraction,22.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
exploracion-hidrocarburos-en-san-andres-islas-colombia,establishment-of-reserves-national-parks,Establishment of reserves/national parks,43.0,,tourism-recreation,Tourism Recreation,#c685d0,8.0,,
mega-natural-gas-project-yamal-arctic-russia,oil-and-gas-exploration-and-extraction,Oil and gas exploration and extraction,22.0,,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5.0,,
